song_id,status,model,classifier_version,content_token_count,chunk_count,content_budget,source_words,normalized_words,lyrics_sha256,normalized_sha256,identity_attack__max,identity_attack__mean,identity_attack__q90,identity_attack__token_weighted_mean,insult__max,insult__mean,insult__q90,insult__token_weighted_mean,obscene__max,obscene__mean,obscene__q90,obscene__token_weighted_mean,severe_toxicity__max,severe_toxicity__mean,severe_toxicity__q90,severe_toxicity__token_weighted_mean,sexual_explicit__max,sexual_explicit__mean,sexual_explicit__q90,sexual_explicit__token_weighted_mean,threat__max,threat__mean,threat__q90,threat__token_weighted_mean,toxicity__max,toxicity__mean,toxicity__q90,toxicity__token_weighted_mean
song_1f59bcb3858288796e7add8880d6482962907aa5058d20eb280e07d4e087a402,success,detoxify,classifier-panel-v1,603,2,510,436,436,9581bdef665e5aa9185183e81e3892ee8d4497d9f91c89b1363930c6fe706369,9581bdef665e5aa9185183e81e3892ee8d4497d9f91c89b1363930c6fe706369,0.00027122985920868814,0.0002226735741714947,0.00026151860220124945,0.0002225930496523617,0.0013445190852507949,0.001271067012567073,0.0013298286707140506,0.0012709452015012626,0.009927917271852493,0.006794701796025038,0.009301274176687004,0.006799897841590258,3.077069413848221e-05,2.5890421056828927e-05,2.9794639522151557e-05,2.589851437868905e-05,0.001557150506414473,0.0013282092986628413,0.0015113622648641467,0.0013285889689907877,0.00041154708014801145,0.0002899070823332295,0.0003872190805850551,0.000289705357627069,0.01719425804913044,0.01707159075886011,0.017169724591076373,0.017071387330518037
song_135e7438aaef177afce073c2af4f316d524a74e7e8848905f85e853f7173573d,success,detoxify,classifier-panel-v1,776,2,510,600,600,01fb4d8e7b61911e57064bccce6b5b4be008be109766ccf3564d5779d234bec4,01fb4d8e7b61911e57064bccce6b5b4be008be109766ccf3564d5779d234bec4,0.0030891059432178736,0.0022494522272609174,0.002921175200026482,0.0022494522272609174,0.009339803829789162,0.007287952583283186,0.008929433580487967,0.007287952583283186,0.06370469927787781,0.04008966591209173,0.058981692604720595,0.04008966591209173,0.001016870141029358,0.0005951459388597868,0.0009325253005954437,0.0005951459388597868,0.39970526099205017,0.21636358462274075,0.3630369257181883,0.21636358462274075,0.002310735872015357,0.0017428003484383225,0.0021971487672999505,0.0017428003484383225,0.31653666496276855,0.19402962550520897,0.29203525707125666,0.19402962550520897
song_4f1614f26569f3e8f2b5fbcdb394c409cfc3f9fc150fbbb6f65025d66f9a2401,success,detoxify,classifier-panel-v1,528,2,510,329,329,57e0b31c66d899bfceb162db2914854bf57c85ac0db2050c3316eeecbf661923,57e0b31c66d899bfceb162db2914854bf57c85ac0db2050c3316eeecbf661923,0.00261848047375679,0.0024061989970505238,0.002576024178415537,0.0024061989970505238,0.052282799035310745,0.04145072679966688,0.050116384588181975,0.04145072679966688,0.6171206831932068,0.4111318215727806,0.5759229108691215,0.4111318215727806,0.0010032658465206623,0.0008174562535714358,0.0009661039279308171,0.0008174562535714358,0.21569471061229706,0.11048045405186713,0.1946518593002111,0.11048045405186713,0.0003684565017465502,0.00034499127650633454,0.00036376345669850705,0.00034499127650633454,0.5412558317184448,0.4365135282278061,0.5203073710203171,0.4365135282278061
song_1e523b8a34f3b5d309a467bfc9d134b74834090161cbaf0a73603f782ea9ee29,success,detoxify,classifier-panel-v1,425,1,510,338,338,e81e5109ddba6a6d1bbb479fe029692e6978f3d5d74fbe34b01467822f38d947,e81e5109ddba6a6d1bbb479fe029692e6978f3d5d74fbe34b01467822f38d947,0.0006475831032730639,0.0006475831032730639,0.0006475831032730639,0.0006475831032730639,0.002291050273925066,0.002291050273925066,0.002291050273925066,0.002291050273925066,0.002424438949674368,0.002424438949674368,0.002424438949674368,0.002424438949674368,3.107327574980445e-05,3.107327574980445e-05,3.107327574980445e-05,3.107327574980445e-05,0.000496867869514972,0.000496867869514972,0.000496867869514972,0.000496867869514972,0.013157478533685207,0.013157478533685207,0.013157478533685207,0.013157478533685207,0.06264826655387878,0.06264826655387878,0.06264826655387878,0.06264826655387878
song_8b956e0bcda8fd9258e29036463ab076ecd11f90f5146f347d5bb1f339a87454,success,detoxify,classifier-panel-v1,354,1,510,278,278,97df64ce2dfbaa675d904c53f110c3cdf2ce457cd6462fc256312d85f6d03160,97df64ce2dfbaa675d904c53f110c3cdf2ce457cd6462fc256312d85f6d03160,0.00230406504124403,0.00230406504124403,0.00230406504124403,0.00230406504124403,0.057383693754673004,0.057383693754673004,0.057383693754673004,0.057383693754673004,0.01987687684595585,0.01987687684595585,0.01987687684595585,0.01987687684595585,9.418792615178972e-05,9.418792615178972e-05,9.418792615178972e-05,9.418792615178972e-05,0.0019107215339317918,0.0019107215339317918,0.0019107215339317918,0.0019107215339317918,0.00014019774971529841,0.00014019774971529841,0.00014019774971529841,0.00014019774971529841,0.10403388738632202,0.10403388738632202,0.10403388738632202,0.10403388738632202
song_10f21a7ac2fc5e27711d31d4a39dd3e60c793cda1e918d41a79a3b7b83519df3,success,detoxify,classifier-panel-v1,566,2,510,384,384,462d1cfea5f79e6ab1b359c8e3fc074e24869ba6f997c6e4ddda3df0cef633db,462d1cfea5f79e6ab1b359c8e3fc074e24869ba6f997c6e4ddda3df0cef633db,0.016802724450826645,0.011627275962382555,0.015767634753137826,0.011627275962382555,0.08419196307659149,0.08031893149018288,0.08341735675930977,0.08031893149018288,0.008447372354567051,0.0057869068114086986,0.00791527924593538,0.0057869068114086986,8.489341416861862e-05,5.6854421927710064e-05,7.928561572043691e-05,5.6854421927710064e-05,0.006738661322742701,0.004164456680882722,0.006223820394370705,0.004164456680882722,0.0004335533594712615,0.0003306383077870123,0.0004129703491344117,0.0003306383077870123,0.20469696819782257,0.17604370415210724,0.1989663153886795,0.17604370415210724
song_249218b68f57a8b663a85a56fc31a2ffce59bf3a4037819cb256ba761c69aa3d,success,detoxify,classifier-panel-v1,339,1,510,245,245,507b7015a896d75078cfb3873eb959913f2ab0a2f0c3891f458c4f43ab43cbdc,507b7015a896d75078cfb3873eb959913f2ab0a2f0c3891f458c4f43ab43cbdc,0.00024743308313190937,0.00024743308313190937,0.00024743308313190937,0.00024743308313190937,0.001766638713888824,0.001766638713888824,0.001766638713888824,0.001766638713888824,0.001136676175519824,0.001136676175519824,0.001136676175519824,0.001136676175519824,9.139508620137349e-06,9.139508620137349e-06,9.139508620137349e-06,9.139508620137349e-06,0.0001702692243270576,0.0001702692243270576,0.0001702692243270576,0.0001702692243270576,0.00023318277089856565,0.00023318277089856565,0.00023318277089856565,0.00023318277089856565,0.010014965198934078,0.010014965198934078,0.010014965198934078,0.010014965198934078
song_2d1e136f70b14cbd83c69d01eb86a415f2edaab314e912aa55ae921ce76f9873,success,detoxify,classifier-panel-v1,384,1,510,272,272,57f627b67ea3bce2bf8d4edede06321117ebe3d73f08f49bc170ef45a0eef517,57f627b67ea3bce2bf8d4edede06321117ebe3d73f08f49bc170ef45a0eef517,0.001346544362604618,0.001346544362604618,0.001346544362604618,0.001346544362604618,0.3480450510978699,0.3480450510978699,0.3480450510978699,0.3480450510978699,0.1791931539773941,0.1791931539773941,0.1791931539773941,0.1791931539773941,0.00028116715839132667,0.00028116715839132667,0.00028116715839132667,0.00028116715839132667,0.002744948724284768,0.002744948724284768,0.002744948724284768,0.002744948724284768,0.00024822985869832337,0.00024822985869832337,0.00024822985869832337,0.00024822985869832337,0.5663421750068665,0.5663421750068665,0.5663421750068665,0.5663421750068665
song_97dde8742e0cc2461773a6d71873bf7831160cc7b3b82fcb096f1022b4c12759,success,detoxify,classifier-panel-v1,1077,3,510,717,717,8f514804229065aae1fa66939d3392c7acde845e3368bbd98d62e5186f81c364,8f514804229065aae1fa66939d3392c7acde845e3368bbd98d62e5186f81c364,0.22121156752109528,0.09679929539561272,0.18473772630095484,0.09679929539561272,0.816146969795227,0.6885730028152466,0.7875908732414245,0.6885730028152466,0.9825335144996643,0.979826013247172,0.9821986079216003,0.979826013247172,0.2677305042743683,0.21994028488794962,0.25952689349651337,0.21994028488794962,0.9110885262489319,0.85885222752889,0.9065358281135559,0.85885222752889,0.0044005075469613075,0.0038795492922266326,0.004274515528231859,0.0038795492922266326,0.9940855503082275,0.9930730064709982,0.9939401745796204,0.9930730064709982
song_a2a8832b12a9464aa23538c26dd64ffc912252f6a19c73d3b5c0ec754be945a7,success,detoxify,classifier-panel-v1,556,2,510,378,378,ccdf459101c5691850a6dbc7047f03378b9e1900f5fd44a3ccb735efafcd9b8b,ccdf459101c5691850a6dbc7047f03378b9e1900f5fd44a3ccb735efafcd9b8b,0.0005480851978063583,0.0005007067375117913,0.0005386095057474449,0.0005007067375117913,0.0019654189236462116,0.001543457678053528,0.001881026674527675,0.001543457678053528,0.0026518977247178555,0.0016355511033907533,0.002448628400452435,0.0016355511033907533,3.928065416403115e-05,2.6329881620767992e-05,3.669049965537852e-05,2.6329881620767992e-05,0.001461970736272633,0.0008310947523568757,0.0013357955394894816,0.0008310947523568757,0.00029399190680123866,0.00023023570247460157,0.0002812406659359112,0.00023023570247460157,0.012577248737215996,0.008835368556901813,0.01182887270115316,0.008835368556901813
