model,label,aggregation,side,rank,song_id,title,artist,score
bart,crime,token_weighted_mean,high,2,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.9874906979309839
bart,crime,token_weighted_mean,high,3,song_0952b517e2fef799bf238e7dc58b1371cc57ea3450759f0c13ba18c1ca658fc1,America Has A Problem,Beyonce Featuring Kendrick Lamar,0.9861342158331977
bart,wealth,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.007661758740647465
bart,wealth,token_weighted_mean,low,2,song_95608ea2e15a20489c14c3226405cb9cf2ea0862cd77e786705f890b46a97925,Sleep,Little Willie John,0.014523938146858179
bart,wealth,token_weighted_mean,low,3,song_87e53fe885bfd4484f1ebd768210f7c20f4ff3e5232d7ecb256c0eb84c118eb1,Hangin' On,Chris Young,0.016851907259267326
bart,wealth,token_weighted_mean,high,1,song_1d68186326e359b9669b2f7c11d69a9643793fb708e6fe1003c21e5c3aa6232a,Crushed Up,Future,0.9970799549730731
bart,wealth,token_weighted_mean,high,2,song_e2c1ed4ba63771b7e206087975fadfe2d4942fdc015891840947f04e2959c89b,Need It,Migos Featuring YoungBoy Never Broke Again,0.9960386757571824
bart,wealth,token_weighted_mean,high,3,song_e5a9b37663cfbdb5ae172e52dd414002d0cd701bc5969a41cb382007b35a9092,Money Ain't A Thang,JD Featuring Jay-Z,0.9940710699952321
bart,partying,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.017930375786847606
bart,partying,token_weighted_mean,low,2,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.03768863596054319
bart,partying,token_weighted_mean,low,3,song_c0c862864db358e90588de9f7252a57d2071427842018127b437850496d715fa,Amen,The Impressions,0.05129012754832253
bart,partying,token_weighted_mean,high,1,song_72f1e6ab0eb9c3eea261bf3418510cf8ca46eb5d09386d74e937ff2a0b7160f0,Ladies Night,Kool & The Gang,0.997944927721777
bart,partying,token_weighted_mean,high,2,song_89d75c9f3c3a88e6888930caa50d728f6bdfa0b90fe8fa2978b32e8582e20df0,Get The Party Started,P!nk,0.9977365546223933
bart,partying,token_weighted_mean,high,3,song_a84a10eb92bed9d061cf1c2808e9ed888d108308663802e0618fbb34a235137c,Nothing Ever Goes As Planned,Styx,0.9926980429857521
bart,family,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.07460851602776516
bart,family,token_weighted_mean,low,2,song_a9824e4acd085fbd53e561a95b0a44b852833928c774ab7affba998ddfec95a6,Closer,Nine Inch Nails,0.1815181654738357
bart,family,token_weighted_mean,low,3,song_87e53fe885bfd4484f1ebd768210f7c20f4ff3e5232d7ecb256c0eb84c118eb1,Hangin' On,Chris Young,0.35544530033814525
bart,family,token_weighted_mean,high,1,song_cf6aea8f1076b117bb1b0f6699facf83cd915c937f0d9375348ac11f8981b63b,Johnny Reb,Johnny Horton,0.9983285353617423
bart,family,token_weighted_mean,high,2,song_9d821af9a1e2446b36ca98875f174e35acda58d417c5ae54ee1782d1b5ca2245,Bless You,Martha Reeves & The Vandellas,0.9973846565524084
bart,family,token_weighted_mean,high,3,song_64d37feb1fa3da190b5b48cdf28bee0181308224ba28cffb740e5048b0ab4306,Travelin' Prayer,Billy Joel,0.9960239467055727
bart,friendship,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.08845053922798805
bart,friendship,token_weighted_mean,low,2,song_59328e4ef495b0a2eead2600eb40694f1921b10840b1f242e3580ce8c59f8a86,The Jolly Green Giant,The Kingsmen,0.10413042573159417
bart,friendship,token_weighted_mean,low,3,song_a9824e4acd085fbd53e561a95b0a44b852833928c774ab7affba998ddfec95a6,Closer,Nine Inch Nails,0.1710208968125428
bart,friendship,token_weighted_mean,high,1,song_1130d71736864e2f32c66a5784e269842b861afc685af864962777b4ea459b76,Soul Man,Blues Brothers,0.9988893977236363
bart,friendship,token_weighted_mean,high,2,song_a5796aaae59d201c1e3deeacae5e2109ffeaf8181d6a0cc53d4179eef0117ee2,Cinnamon Girl,Neil Young & Crazy Horse,0.9986049959874965
bart,friendship,token_weighted_mean,high,3,song_5f0eaf882be171e9e96fec731f59733be3990d8ac7eaf8a258c5eb15da894eb3,You've Got A Friend,James Taylor,0.9982283912156241
bart,spirituality,token_weighted_mean,low,1,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.01983615468499236
bart,spirituality,token_weighted_mean,low,2,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.030569060717508607
bart,spirituality,token_weighted_mean,low,3,song_87e53fe885bfd4484f1ebd768210f7c20f4ff3e5232d7ecb256c0eb84c118eb1,Hangin' On,Chris Young,0.04206639887946675
bart,spirituality,token_weighted_mean,high,1,song_c0c862864db358e90588de9f7252a57d2071427842018127b437850496d715fa,Amen,The Impressions,0.9990387042166233
bart,spirituality,token_weighted_mean,high,2,song_02774fe4f56b6d0a37952e7ecde8456be181bcb74ccb21de416a2aaf61e6f01c,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,0.997703292007144
bart,spirituality,token_weighted_mean,high,3,song_f1d664029f6e73d8332f2a5ef74f4733ea56bbd946340d01b4c5169b617c7d8f,Rosones,Tito Double P,0.9837063098189023
bart,politics,token_weighted_mean,low,1,song_6dc4b05872cf526300be88208f4fd48cdc16f207b865ca7c05fd42fcada13675,Cindy's Birthday,Johnny Crawford,0.004757705474476195
bart,politics,token_weighted_mean,low,2,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.03841189061049348
bart,politics,token_weighted_mean,low,3,song_ddd4c1911d61ba872c932e1ebf7bab492d51ca29e94feea236ab5efa08127983,I Miss You,Joe Public,0.08680288032796564
bart,politics,token_weighted_mean,high,1,song_664173d13f04a2a5f88c02ccd3d38716d26298f2fac6ddfcf6de0871346f004e,Worldwide Steppers,Kendrick Lamar,0.9674915862635226
bart,politics,token_weighted_mean,high,2,song_69823ed1beab1c15adab303458294de6aa805b844e4d9bc1cb759b53d8e1d0b8,Murder On My Mind,YNW Melly,0.9642410799841645
bart,politics,token_weighted_mean,high,3,song_9dbb323d50307798742301129921ec5b11ae34a454a7ed4fbbd105278a4e07c1,Mr. October,Bad Bunny,0.9604566753774798
bart,distress,token_weighted_mean,low,1,song_490e143d0fd6a02b0ba3c323afbcb0dce7212b54f94f8761250dc778ada4125c,Welcome To Tha Carter,Lil Wayne,0.24641074589677017
bart,distress,token_weighted_mean,low,2,song_690e3e60b5c5037449b2757dda9d6757ed3ec925b71a0e80ad7109d85f8667b5,Firecracker,Mass Production,0.2520107012944867
bart,distress,token_weighted_mean,low,3,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.2811947363295137
bart,distress,token_weighted_mean,high,1,song_9277254377f0ed6ea2c94d6f5d17ee81782d30bd4f80f6185a6d4d87c99850f7,Hold On,Ian Gomm,0.998668398790176
bart,distress,token_weighted_mean,high,2,song_57b6fb5de42d0b76a982ad6d6b780aa368d65adfecd872c1522c7c3660a04cb4,Eternity,Alex Warren,0.9982146881149617
bart,distress,token_weighted_mean,high,3,song_316a0b9ba7277c09179f346f5f806cf819a8fc0641ac5d42b6558a4c972dc6aa,Little Bird,Annie Lennox,0.9976004097408383
bart,empowerment,token_weighted_mean,low,1,song_a9417fe5b49241ddee5b63be9a3fe138548c5ec77db57e1201268cae0273529e,Since I Fell For You,Charlie Rich,0.07370787510345324
bart,empowerment,token_weighted_mean,low,2,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.13388295527940508
bart,empowerment,token_weighted_mean,low,3,song_4cc7506f1e8d8210be05ab31ae91bd610554d866b02bf85d1040cd114b42b273,Never A Time,Genesis,0.19554783585924707
bart,empowerment,token_weighted_mean,high,1,song_1130d71736864e2f32c66a5784e269842b861afc685af864962777b4ea459b76,Soul Man,Blues Brothers,0.9984291012635192
bart,empowerment,token_weighted_mean,high,2,song_4f1614f26569f3e8f2b5fbcdb394c409cfc3f9fc150fbbb6f65025d66f9a2401,Trumpets,Jason Derulo,0.9964843588067239
bart,empowerment,token_weighted_mean,high,3,song_49444e52efc677ac5bbdb87422be8b88c555f18f38a1301ade4d6d7dc7acc9c3,You Don't Have To Be A Star (To Be In My Show),Marilyn McCoo & Billy Davis Jr.,0.9962494240309806
bart,grief,token_weighted_mean,low,1,song_8dc915eed4c70e3c837e01cd5e20204612237664f511b3bef8fbde1bbd51f7d9,Wiggle It,2 In A Room,0.014482517712762658
bart,grief,token_weighted_mean,low,2,song_87e53fe885bfd4484f1ebd768210f7c20f4ff3e5232d7ecb256c0eb84c118eb1,Hangin' On,Chris Young,0.03304042783814929
bart,grief,token_weighted_mean,low,3,song_a5796aaae59d201c1e3deeacae5e2109ffeaf8181d6a0cc53d4179eef0117ee2,Cinnamon Girl,Neil Young & Crazy Horse,0.04903189816916549
bart,grief,token_weighted_mean,high,1,song_57b6fb5de42d0b76a982ad6d6b780aa368d65adfecd872c1522c7c3660a04cb4,Eternity,Alex Warren,0.998784824782859
bart,grief,token_weighted_mean,high,2,song_9277254377f0ed6ea2c94d6f5d17ee81782d30bd4f80f6185a6d4d87c99850f7,Hold On,Ian Gomm,0.9977244439013706
bart,grief,token_weighted_mean,high,3,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.9967821356530763
