model,label,aggregation,sample,n,min,max,mean,median,sd,q05,q25,q75,q95,zero,one,below_01,above_99
detoxify,severe_toxicity,mean,all_200,200,1.283591359424463e-06,0.43901195128758747,0.00942882508998082,4.417115815158468e-05,0.04225982128279692,3.169544334014063e-06,1.3576101309809019e-05,0.0002765447352430783,0.04905704443032535,0,0,179,0
detoxify,severe_toxicity,mean,core_180,180,1.283591359424463e-06,0.43901195128758747,0.005583912719644272,4.282559507373662e-05,0.03466647768823424,3.169544334014063e-06,1.3576101309809019e-05,0.00023119374782254454,0.026204105699434807,0,0,166,0
detoxify,severe_toxicity,token_weighted_mean,all_200,200,1.283591359424463e-06,0.43901195128758747,0.00942858777585282,4.417115815158468e-05,0.04225976041399258,3.169544334014063e-06,1.3576101309809019e-05,0.0002765447352430783,0.04900906988750895,0,0,179,0
detoxify,severe_toxicity,token_weighted_mean,core_180,180,1.283591359424463e-06,0.43901195128758747,0.005583953163161232,4.282559507373662e-05,0.034666485600271045,3.169544334014063e-06,1.3576101309809019e-05,0.00023119374782254454,0.026204105699434807,0,0,166,0
detoxify,severe_toxicity,max,all_200,200,1.283591359424463e-06,0.4833487272262573,0.013071542788468947,4.6333379941643216e-05,0.054413717065522664,3.5842269085151207e-06,1.3725373946726904e-05,0.0003332016058266163,0.07453190945088856,0,0,178,0
detoxify,severe_toxicity,max,core_180,180,1.283591359424463e-06,0.4833487272262573,0.007666270498981475,4.499584247241728e-05,0.041096817700809335,3.5842269085151207e-06,1.3725373946726904e-05,0.0002765447352430783,0.03485665526241049,0,0,165,0
detoxify,severe_toxicity,q90,all_200,200,1.283591359424463e-06,0.48202431201934814,0.012356486434945054,4.532824959824211e-05,0.0521367076673089,3.5607556981176464e-06,1.3576101309809019e-05,0.00032335672863155197,0.06705666514579196,0,0,178,0
detoxify,severe_toxicity,q90,core_180,180,1.283591359424463e-06,0.48202431201934814,0.007257260077199135,4.472964792512357e-05,0.040116286181832786,3.5607556981176464e-06,1.3576101309809019e-05,0.0002765447352430783,0.03214550523785859,0,0,165,0
detoxify,obscene,mean,all_200,200,3.238518183934502e-05,0.979826013247172,0.12553879785689182,0.0032464134274050593,0.2777127239620461,8.650670242786875e-05,0.0005640254421450663,0.04038895247504115,0.9105251699686049,0,0,127,0
detoxify,obscene,mean,core_180,180,3.238518183934502e-05,0.9785167177518209,0.10485751179316544,0.0031137006590142846,0.2472618651344091,0.00010232492168142928,0.0005640254421450663,0.03486772580072284,0.8487715348601339,0,0,118,0
detoxify,obscene,token_weighted_mean,all_200,200,3.238518183934502e-05,0.979826013247172,0.12553933567325468,0.0032464134274050593,0.27770946901461624,8.650670242786875e-05,0.0005640254421450663,0.0403944669770259,0.9104992026164405,0,0,127,0
detoxify,obscene,token_weighted_mean,core_180,180,3.238518183934502e-05,0.9785167177518209,0.10486107296414901,0.0031137006590142846,0.24726260278894815,0.00010232492168142928,0.0005640254421450663,0.03486655420406358,0.8487715348601339,0,0,118,0
detoxify,obscene,max,all_200,200,3.238518183934502e-05,0.9865757822990417,0.14459613686733064,0.0037605150137096643,0.30450714130561485,8.650670242786875e-05,0.0006008748314343393,0.0425276393070817,0.9317670762538909,0,0,126,0
detoxify,obscene,max,core_180,180,3.238518183934502e-05,0.9823054671287537,0.12296685440103627,0.0035065707052126527,0.2758968278860251,0.00010232492168142928,0.0006008748314343393,0.03574628662317991,0.915656253695488,0,0,117,0
detoxify,obscene,q90,all_200,200,3.238518183934502e-05,0.9821986079216003,0.14063011373756673,0.003728142203181051,0.29811265888217764,8.650670242786875e-05,0.0005956304026767612,0.04191097430884838,0.9289426153898239,0,0,127,0
detoxify,obscene,q90,core_180,180,3.238518183934502e-05,0.9813060402870178,0.11917210999497507,0.0035065707052126527,0.2691601193869879,0.00010232492168142928,0.0005956304026767612,0.03541790759190917,0.8986960902810095,0,0,118,0
detoxify,identity_attack,mean,all_200,200,5.337901529856026e-05,0.7376680572827657,0.019865663583580804,0.0011415792832849547,0.07330662491903134,0.00011921562836505473,0.00040994081791723147,0.005053113825852051,0.09794484057153226,0,0,165,0
detoxify,identity_attack,mean,core_180,180,5.337901529856026e-05,0.7376680572827657,0.017597587290981244,0.001122067027608864,0.07213298823123133,0.00011921562836505473,0.00040174931928049773,0.0037390931393019855,0.08422002978622906,0,0,152,0
detoxify,identity_attack,token_weighted_mean,all_200,200,5.337901529856026e-05,0.7376680572827657,0.01986604502237153,0.0011415792832849547,0.07330962011594339,0.00011921562836505473,0.00040994081791723147,0.005052564553732142,0.09794484057153226,0,0,165,0
detoxify,identity_attack,token_weighted_mean,core_180,180,5.337901529856026e-05,0.7376680572827657,0.017597070778389082,0.001122479146568277,0.07213282633008482,0.00011921562836505473,0.00040174931928049773,0.0037390931393019855,0.08422002978622906,0,0,152,0
detoxify,identity_attack,max,all_200,200,5.337901529856026e-05,0.7437360286712646,0.027650491450440313,0.001324532786384225,0.0932771362074697,0.00011921562836505473,0.00041388718091184273,0.005130393896251917,0.18445496261119776,0,0,161,0
detoxify,identity_attack,max,core_180,180,5.337901529856026e-05,0.7437360286712646,0.023946673147818526,0.0012759710662066936,0.08834543246035713,0.00011921562836505473,0.0004116975032957271,0.004115375690162182,0.10803462937474133,0,0,149,0
detoxify,identity_attack,q90,all_200,200,5.337901529856026e-05,0.7425559759140015,0.026012078228126484,0.001305703882826492,0.08874463151178826,0.00011921562836505473,0.00041388718091184273,0.005130393896251917,0.1801417272910475,0,0,162,0
detoxify,identity_attack,q90,core_180,180,5.337901529856026e-05,0.7425559759140015,0.022650755182043618,0.0012629818287678064,0.08474141887272277,0.00011921562836505473,0.0004116975032957271,0.004062556894496083,0.08875548160634814,0,0,150,0
detoxify,insult,mean,all_200,200,0.00010439434845466167,0.8722209731737772,0.09007357410921638,0.0032497477950528264,0.19095730841071193,0.00021677840195479802,0.0007606214931001887,0.04187638033181429,0.5373457208275795,0,0,128,0
detoxify,insult,mean,core_180,180,0.00010439434845466167,0.8722209731737772,0.07952741966997834,0.003205369779607281,0.17603921928184857,0.00021677840195479802,0.0007892653302405961,0.03951254300773144,0.4993289664387701,0,0,117,0
detoxify,insult,token_weighted_mean,all_200,200,0.00010439434845466167,0.8722209731737772,0.09007270790492747,0.0032497477950528264,0.19095543775494406,0.00021677840195479802,0.0007606214931001887,0.04187638033181429,0.5373457208275795,0,0,128,0
detoxify,insult,token_weighted_mean,core_180,180,0.00010439434845466167,0.8722209731737772,0.07952881934278432,0.003205369779607281,0.17604052864463152,0.00021677840195479802,0.0007892653302405961,0.03951254300773144,0.4993289664387701,0,0,117,0
