family,model_a,label_a,model_b,label_b,selection,song_id,title,artist,score_a,score_b,percentile_a,percentile_b,absolute_percentile_gap
hostility,detoxify,toxicity,emotion,anger,both_low,song_120331d2247754424d30484b3670c2d5c1ce827e7072814177b00993de5c5d32,Sunshine In The Shade,The Fixx,0.0007070693536661565,0.0009949194500222802,0.020100502512562814,0.03015075376884422,0.010050251256281405
hostility,detoxify,toxicity,emotion,disgust,a_ranks_lower,song_4cc7506f1e8d8210be05ab31ae91bd610554d866b02bf85d1040cd114b42b273,Never A Time,Genesis,0.0004979209043085575,0.004406825639307499,0.010050251256281407,0.6633165829145728,0.6532663316582914
hostility,detoxify,toxicity,emotion,disgust,a_ranks_lower,song_38ab85ef42919e3470a0bba519d88e130e73773df3fe01aec967b66c83a71a6d,Mary Ann Regrets,Burl Ives,0.0016279025003314018,0.005094138439744711,0.08542713567839195,0.7185929648241206,0.6331658291457286
hostility,detoxify,toxicity,emotion,disgust,a_ranks_higher,song_2a152a848f4917084d006e080ecbb3c882aeafefc1a851978231c794e8f12e5a,Read Your Mind,Avant,0.17889458923808232,0.0008660569219037321,0.6934673366834171,0.09547738693467336,0.5979899497487438
hostility,detoxify,toxicity,emotion,disgust,a_ranks_higher,song_89d75c9f3c3a88e6888930caa50d728f6bdfa0b90fe8fa2978b32e8582e20df0,Get The Party Started,P!nk,0.4739712178707123,0.0010955078760161996,0.8090452261306532,0.1507537688442211,0.6582914572864321
hostility,detoxify,toxicity,emotion,disgust,both_high,song_5194b6c0df56b87df950120af2c8399eb039c29f29878b87ff284b768eb9ab5a,I Don't Like,Chief Keef Featuring Lil Reese,0.9952962398529053,0.056838277727365494,1.0,0.9949748743718593,0.005025125628140725
hostility,detoxify,toxicity,emotion,disgust,both_high,song_179feb8a79929d69156bfaf7c8ed48a7d01d17db6762f40e1d540507cc4f76e6,Gin And Juice,Snoop Doggy Dogg,0.9821945490270508,0.026505854354875572,0.9798994974874372,0.9698492462311558,0.01005025125628145
hostility,detoxify,toxicity,emotion,disgust,both_low,song_998bc37c190dff49fde971e79accf4badc8b6cfaf976b48a0ee35395bfbd062d,Hot Fun In The Summertime,Dayton,0.0010407087102066725,0.0007060677744448185,0.05025125628140704,0.04020100502512563,0.010050251256281409
hostility,detoxify,toxicity,emotion,disgust,both_low,song_c0c862864db358e90588de9f7252a57d2071427842018127b437850496d715fa,Amen,The Impressions,0.0009842639556154609,0.0008535062661394477,0.04522613065326633,0.08542713567839195,0.04020100502512562
hostility,detoxify,insult,emotion,anger,a_ranks_lower,song_b32a265f2ff03acfa08f045465ca51a6fb31e221f2824a03ef7c5889cee866af,There's Nothing I Can Say,Rick Nelson,0.00021686307445634156,0.014428718015551567,0.05025125628140704,0.7537688442211056,0.7035175879396985
hostility,detoxify,insult,emotion,anger,a_ranks_lower,song_4a225ece50c775ee4f1d96ae38d401c088742b3f1525d0467f18be399a7233b9,I Missed Me,Jim Reeves,0.0004912980948574841,0.01283564604818821,0.1457286432160804,0.7236180904522613,0.577889447236181
hostility,detoxify,insult,emotion,anger,a_ranks_higher,song_c3db28de2fa21737c828f45aa697bf98c14ad08a22646c2f0114dd15614a1503,Your Own Back Yard,Dion,0.15213587880134583,0.0018756301142275333,0.8241206030150754,0.1407035175879397,0.6834170854271358
hostility,detoxify,insult,emotion,anger,a_ranks_higher,song_c4eabeecb02281b19acf05dac0942d25da1b7cae44fc83479a18c5a5594546ab,"Go, Jimmy, Go",Jimmy Clanton,0.1673702895641327,0.0014461349928751588,0.8341708542713567,0.08542713567839195,0.7487437185929647
hostility,detoxify,insult,emotion,anger,both_high,song_5194b6c0df56b87df950120af2c8399eb039c29f29878b87ff284b768eb9ab5a,I Don't Like,Chief Keef Featuring Lil Reese,0.8722209731737772,0.4463259776433309,1.0,0.9949748743718593,0.005025125628140725
hostility,detoxify,insult,emotion,anger,both_high,song_5d5af3444c66dfa9b904e41deae67f9dc3da2e8afe113f76d35d7c17893c4021,Liar,Profyle,0.7277178168296814,0.45302124321460724,0.9849246231155779,1.0,0.015075376884422065
hostility,detoxify,insult,emotion,anger,both_low,song_e1a7f29430e196c1d83a8f58a4a17f41d5c2fadde8c3cf34dee5280016e53eda,State Of the Heart,Rick Springfield,0.00019034634169656783,0.0008743193466216326,0.035175879396984924,0.010050251256281407,0.025125628140703515
hostility,detoxify,insult,emotion,anger,both_low,song_9277254377f0ed6ea2c94d6f5d17ee81782d30bd4f80f6185a6d4d87c99850f7,Hold On,Ian Gomm,0.00010439434845466167,0.0012366133742034435,0.0,0.06030150753768844,0.06030150753768844
hostility,detoxify,insult,emotion,disgust,a_ranks_lower,song_4cc7506f1e8d8210be05ab31ae91bd610554d866b02bf85d1040cd114b42b273,Never A Time,Genesis,0.00013578894140664488,0.004406825639307499,0.010050251256281407,0.6633165829145728,0.6532663316582914
hostility,detoxify,insult,emotion,disgust,a_ranks_lower,song_4a225ece50c775ee4f1d96ae38d401c088742b3f1525d0467f18be399a7233b9,I Missed Me,Jim Reeves,0.0004912980948574841,0.007425662130117416,0.1457286432160804,0.7889447236180904,0.6432160804020101
hostility,detoxify,insult,emotion,disgust,a_ranks_higher,song_c4eabeecb02281b19acf05dac0942d25da1b7cae44fc83479a18c5a5594546ab,"Go, Jimmy, Go",Jimmy Clanton,0.1673702895641327,0.001367809483781457,0.8341708542713567,0.20603015075376885,0.6281407035175879
hostility,detoxify,insult,emotion,disgust,a_ranks_higher,song_c3db28de2fa21737c828f45aa697bf98c14ad08a22646c2f0114dd15614a1503,Your Own Back Yard,Dion,0.15213587880134583,0.0011965117882937193,0.8241206030150754,0.1658291457286432,0.6582914572864322
hostility,detoxify,insult,emotion,disgust,both_high,song_5194b6c0df56b87df950120af2c8399eb039c29f29878b87ff284b768eb9ab5a,I Don't Like,Chief Keef Featuring Lil Reese,0.8722209731737772,0.056838277727365494,1.0,0.9949748743718593,0.005025125628140725
hostility,detoxify,insult,emotion,disgust,both_high,song_ce55a9b58d73f0eaccd32f2d0b15687e9ff76c2ac47b5977a2c0507e07f966cc,He's A Liar,Bee Gees,0.8076375126838684,0.038520097732543945,0.9899497487437185,0.9849246231155779,0.005025125628140614
hostility,detoxify,insult,emotion,disgust,both_low,song_998bc37c190dff49fde971e79accf4badc8b6cfaf976b48a0ee35395bfbd062d,Hot Fun In The Summertime,Dayton,0.0002299761908943765,0.0007060677744448185,0.06532663316582915,0.04020100502512563,0.025125628140703522
hostility,detoxify,insult,emotion,disgust,both_low,song_c0c862864db358e90588de9f7252a57d2071427842018127b437850496d715fa,Amen,The Impressions,0.00022682308917865157,0.0008535062661394477,0.06030150753768844,0.08542713567839195,0.025125628140703515
romance,emotion,love,bart,romance,a_ranks_lower,song_02774fe4f56b6d0a37952e7ecde8456be181bcb74ccb21de416a2aaf61e6f01c,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,0.0015146572841331363,0.9928571737051325,0.23115577889447236,0.8894472361809045,0.6582914572864321
romance,emotion,love,bart,romance,a_ranks_lower,song_56bdd8217899c9e589dcd9c9815cd8a10cefaf5d231d74e390d1dde403f23b9e,Straight From The Heart,Bryan Adams,0.0007713751983828843,0.9778191851137918,0.06532663316582915,0.678391959798995,0.6130653266331658
romance,emotion,love,bart,romance,a_ranks_higher,song_b5dba8821898b6e121e493b47cf4d536d7a7c5d16bcc38aaedc2b4899288889d,New Rules,Dua Lipa,0.07653102720098778,0.12051201008613018,0.6381909547738693,0.005025125628140704,0.6331658291457286
romance,emotion,love,bart,romance,a_ranks_higher,song_f0dabdf8d0646ea373fbd165249ce5d26b1ba2c6e4a65f1214d7cc750388072a,Mountain Of Love,Johnny Rivers,0.7567452788352966,0.8547896824133471,0.8844221105527639,0.24120603015075376,0.6432160804020102
romance,emotion,love,bart,romance,both_high,song_e850a0ebd5865cbcde0d7358f03fb5b1793e1d046b07f23d6f6f42c012be6355,Cry Just A Little,Paul Davis,0.9718871712684631,0.995458471536134,1.0,0.9346733668341709,0.0653266331658291
romance,emotion,love,bart,romance,both_high,song_78c324bb1753edee02a96e81fa7c91ef1a4f1af07ad7ab4255aea291c7478be7,All My Life,Kenny Rogers,0.9265157580375671,0.9950218157760966,0.964824120603015,0.9246231155778895,0.04020100502512558
romance,emotion,love,bart,romance,both_low,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.00044726098712999374,0.08524095191966302,0.010050251256281407,0.0,0.010050251256281407
romance,emotion,love,bart,romance,both_low,song_d6fa79aae091c9b9eefa30e3a78f93ecdbbb66c8c1befb282bb7324a03578d7a,What Is Truth,Johnny Cash,0.0005664018099196255,0.38140503775877654,0.020100502512562814,0.02512562814070352,0.0050251256281407045
loss,emotion,sadness,bart,heartbreak,a_ranks_lower,song_49444e52efc677ac5bbdb87422be8b88c555f18f38a1301ade4d6d7dc7acc9c3,You Don't Have To Be A Star (To Be In My Show),Marilyn McCoo & Billy Davis Jr.,0.0024595989380031824,0.9981756723538884,0.19095477386934673,0.9798994974874372,0.7889447236180904
loss,emotion,sadness,bart,heartbreak,a_ranks_lower,song_02774fe4f56b6d0a37952e7ecde8456be181bcb74ccb21de416a2aaf61e6f01c,Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,0.00210553384386003,0.9882869650523384,0.1457286432160804,0.8140703517587939,0.6683417085427136
loss,emotion,sadness,bart,heartbreak,a_ranks_higher,song_fcece81d4ce48c45670077783d519702d20ce3c27d5489f2eeba0f033d95faaa,Be Her,Ella Langley,0.1903097927570343,0.7887476695515877,0.8994974874371859,0.22613065326633167,0.6733668341708543
loss,emotion,sadness,bart,heartbreak,a_ranks_higher,song_95608ea2e15a20489c14c3226405cb9cf2ea0862cd77e786705f890b46a97925,Sleep,Little Willie John,0.06272520869970322,0.37625447270617934,0.7839195979899497,0.05527638190954774,0.728643216080402
loss,emotion,sadness,bart,heartbreak,both_high,song_a9417fe5b49241ddee5b63be9a3fe138548c5ec77db57e1201268cae0273529e,Since I Fell For You,Charlie Rich,0.6590403318405151,0.9990675154929539,0.9798994974874372,0.9899497487437185,0.01005025125628134
loss,emotion,sadness,bart,heartbreak,both_high,song_0349520b5c7c2e4422a70fce1d2df78432df63f0a6e704fa01bbfef8e34ebe24,I Just Don't Know What To Do With Myself,Dionne Warwick,0.6130293011665344,0.9984779263100534,0.9698492462311558,0.9849246231155779,0.015075376884422176
loss,emotion,sadness,bart,heartbreak,both_low,song_72f1e6ab0eb9c3eea261bf3418510cf8ca46eb5d09386d74e937ff2a0b7160f0,Ladies Night,Kool & The Gang,0.0010769406605201464,0.26653111612730135,0.04020100502512563,0.035175879396984924,0.0050251256281407045
loss,emotion,sadness,bart,heartbreak,both_low,song_0aed0baea9ae5d346cf2c42de2f92d7bd81418aa8269b3f685d489fdbf4cc08d,My Girl,The Temptations,0.001196171622723341,0.1775140609504698,0.05025125628140704,0.020100502512562814,0.030150753768844223
loss,emotion,grief,bart,grief,a_ranks_lower,song_3be80d6898e6d7126085bef1a2e577252c3acb8d6fb29059cd60aa374c032093,Flava In Ya Ear,Craig Mack,0.0003053120744880289,0.9967821356530763,0.03015075376884422,0.9899497487437185,0.9597989949748743
loss,emotion,grief,bart,grief,a_ranks_lower,song_c0eeb4729f1ae33d58424899c3c15392241f8e296e88cad503bcb8fe60060eed,Never Hating,Lil Baby & Young Thug,0.0003075189742958173,0.985941426743122,0.035175879396984924,0.9547738693467337,0.9195979899497487
loss,emotion,grief,bart,grief,a_ranks_higher,song_95608ea2e15a20489c14c3226405cb9cf2ea0862cd77e786705f890b46a97925,Sleep,Little Willie John,0.0042125387117266655,0.23526001438101457,0.8542713567839196,0.10552763819095477,0.7487437185929648
loss,emotion,grief,bart,grief,a_ranks_higher,song_ddd4c1911d61ba872c932e1ebf7bab492d51ca29e94feea236ab5efa08127983,I Miss You,Joe Public,0.003910047933459282,0.08397376221263554,0.8391959798994975,0.04020100502512563,0.7989949748743719
loss,emotion,grief,bart,grief,both_high,song_38ab85ef42919e3470a0bba519d88e130e73773df3fe01aec967b66c83a71a6d,Mary Ann Regrets,Burl Ives,0.021408237516880035,0.9953315527297287,0.9899497487437185,0.9798994974874372,0.01005025125628134
loss,emotion,grief,bart,grief,both_high,song_a9417fe5b49241ddee5b63be9a3fe138548c5ec77db57e1201268cae0273529e,Since I Fell For You,Charlie Rich,0.016739821061491966,0.9933453471613374,0.9798994974874372,0.964824120603015,0.015075376884422176
loss,emotion,grief,bart,grief,both_low,song_f808ae4b4563a70d26400ffefa5cf76248b7c2025e1b427ec117cf0e0aee87de,Magic Power,Triumph,0.0002515064843464643,0.05633550378770463,0.005025125628140704,0.020100502512562814,0.01507537688442211
loss,emotion,grief,bart,grief,both_low,song_690e3e60b5c5037449b2757dda9d6757ed3ec925b71a0e80ad7109d85f8667b5,Firecracker,Mass Production,0.0003726390234775513,0.08018934887566166,0.07537688442211055,0.035175879396984924,0.04020100502512562
negative_affect,sentiment,negative,emotion,sadness,a_ranks_lower,song_30ef708150de2342873ae91612db8d453d9c140ebfc4c161dee823d8c97e9a0c,Be With You,Enrique Iglesias,0.19396957755088806,0.40394216775894165,0.1407035175879397,0.9447236180904522,0.8040201005025125
negative_affect,sentiment,negative,emotion,sadness,a_ranks_lower,song_95608ea2e15a20489c14c3226405cb9cf2ea0862cd77e786705f890b46a97925,Sleep,Little Willie John,0.12716202437877655,0.06272520869970322,0.01507537688442211,0.7839195979899497,0.7688442211055276
negative_affect,sentiment,negative,emotion,sadness,a_ranks_higher,song_a12befe03d55c5fa6fd9c903788a0badba25b5b7525255fc222d72e21ba6dc12,So Long,Firefall,0.34215161204338074,0.0016784550389274955,0.8492462311557789,0.10050251256281408,0.7487437185929648
negative_affect,sentiment,negative,emotion,sadness,a_ranks_higher,song_c0eeb4729f1ae33d58424899c3c15392241f8e296e88cad503bcb8fe60060eed,Never Hating,Lil Baby & Young Thug,0.3252752423286438,0.001268629392143339,0.8090452261306532,0.05527638190954774,0.7537688442211055
negative_affect,sentiment,negative,emotion,sadness,both_high,song_546ed553b9ad74026dc908d24d608c1b1e265d99490a9ca6b420a65bdf3a3eca,It Hurts So Bad,Kim Carnes,0.4311910569667816,0.7365060448646545,0.9748743718592965,0.9849246231155779,0.01005025125628145
negative_affect,sentiment,negative,emotion,sadness,both_high,song_0349520b5c7c2e4422a70fce1d2df78432df63f0a6e704fa01bbfef8e34ebe24,I Just Don't Know What To Do With Myself,Dionne Warwick,0.42249351739883423,0.6130293011665344,0.9698492462311558,0.9698492462311558,0.0
negative_affect,sentiment,negative,emotion,sadness,both_low,song_89d75c9f3c3a88e6888930caa50d728f6bdfa0b90fe8fa2978b32e8582e20df0,Get The Party Started,P!nk,0.12816770374774933,0.0007878014585003257,0.020100502512562814,0.01507537688442211,0.0050251256281407045
negative_affect,sentiment,negative,emotion,sadness,both_low,song_72f1e6ab0eb9c3eea261bf3418510cf8ca46eb5d09386d74e937ff2a0b7160f0,Ladies Night,Kool & The Gang,0.17260805118578904,0.0010769406605201464,0.07035175879396985,0.04020100502512563,0.03015075376884422
negative_affect,sentiment,negative,emotion,anger,a_ranks_lower,song_690e3e60b5c5037449b2757dda9d6757ed3ec925b71a0e80ad7109d85f8667b5,Firecracker,Mass Production,0.1535523461307434,0.012305763905646258,0.04522613065326633,0.7085427135678392,0.6633165829145728
negative_affect,sentiment,negative,emotion,anger,a_ranks_lower,song_e850a0ebd5865cbcde0d7358f03fb5b1793e1d046b07f23d6f6f42c012be6355,Cry Just A Little,Paul Davis,0.20605289936065674,0.028055734932422638,0.21105527638190955,0.8291457286432161,0.6180904522613065
negative_affect,sentiment,negative,emotion,anger,a_ranks_higher,song_05be1f29e67911d8e269dbbba495ee25b92120a0aba32db094923f7adf2183b7,Are We Ourselves?,The Fixx,0.34449875354766846,0.0015949878143146634,0.8542713567839196,0.10552763819095477,0.7487437185929648
negative_affect,sentiment,negative,emotion,anger,a_ranks_higher,song_cc1c2453fb7685b97a44a7e916f797bdff9a23a8b50beb09f843aa71a8ee5564,Gallant Men,Senator Everett McKinley Dirksen,0.38785114884376526,0.0017454121261835098,0.9296482412060302,0.12562814070351758,0.8040201005025126
negative_affect,sentiment,negative,emotion,anger,both_high,song_5d5af3444c66dfa9b904e41deae67f9dc3da2e8afe113f76d35d7c17893c4021,Liar,Profyle,0.44623825883937934,0.45302124321460724,0.9798994974874372,1.0,0.02010050251256279
negative_affect,sentiment,negative,emotion,anger,both_high,song_9a299229172ef4247b522973a28a572e71a62970370c1d7d60113d13f53c10fe,Highwire,The Rolling Stones,0.4199815094470978,0.18186096847057343,0.9597989949748744,0.9547738693467337,0.005025125628140725
negative_affect,sentiment,negative,emotion,anger,both_low,song_b10199f4fcf60c75729c81ed97259c8e6aa9673cdcb93acdc6f4171e7cf8d945,What A Wonderful World,Louis Armstrong,0.1241217777132988,0.0007257318939082325,0.010050251256281407,0.005025125628140704,0.005025125628140704
negative_affect,sentiment,negative,emotion,anger,both_low,song_c0c862864db358e90588de9f7252a57d2071427842018127b437850496d715fa,Amen,The Impressions,0.10829422622919083,0.0009981384500861168,0.0,0.035175879396984924,0.035175879396984924
