primary_genre,classifier,possible_months,months_genre_absent,months_present_without_scores,months_below_minimum,months_below_minimum_pct,months_present_below_minimum,present_months_failure_pct,sufficient_months,valid_rolling_endpoints,individual_plot_generated
Reggae / Dancehall,emotion_anger,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_annoyance,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_approval,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_caring,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_confusion,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_curiosity,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_desire,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_disappointment,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_disapproval,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_disgust,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_embarrassment,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_excitement,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_fear,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_gratitude,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_grief,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_joy,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_love,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_nervousness,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_neutral,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_optimism,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_pride,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_realization,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_relief,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_remorse,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_sadness,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_surprise,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,ll_explicit_language,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,ll_sexual_content,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,ll_substance_use,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,ll_violence,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,sentiment_negative,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,sentiment_neutral,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,sentiment_positive,818,526,47,818,100,292,100,0,0,False
Rock,detox_identity_attack,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,detox_insult,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,detox_obscene,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,detox_severe_toxicity,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,detox_sexual_explicit,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,detox_threat,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,detox_toxicity,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_admiration,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_amusement,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_anger,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_annoyance,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_approval,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_caring,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_confusion,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_curiosity,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_desire,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_disappointment,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_disapproval,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_disgust,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_embarrassment,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_excitement,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_fear,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_gratitude,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_grief,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_joy,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_love,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_nervousness,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_neutral,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_optimism,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_pride,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_realization,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_relief,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_remorse,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_sadness,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,emotion_surprise,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,ll_explicit_language,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,ll_sexual_content,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,ll_substance_use,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,ll_violence,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,sentiment_negative,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,sentiment_neutral,818,79,3,211,25.79462103,132,17.86197564,607,527,True
Rock,sentiment_positive,818,79,3,211,25.79462103,132,17.86197564,607,527,True
