primary_genre,classifier,possible_months,months_genre_absent,months_present_without_scores,months_below_minimum,months_below_minimum_pct,months_present_below_minimum,present_months_failure_pct,sufficient_months,valid_rolling_endpoints,individual_plot_generated
R&B / Soul,emotion_amusement,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_anger,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_annoyance,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_approval,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_caring,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_confusion,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_curiosity,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_desire,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_disappointment,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_disapproval,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_disgust,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_embarrassment,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_excitement,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_fear,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_gratitude,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_grief,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_joy,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_love,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_nervousness,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_neutral,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_optimism,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_pride,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_realization,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_relief,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_remorse,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_sadness,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,emotion_surprise,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,ll_explicit_language,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,ll_sexual_content,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,ll_substance_use,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,ll_violence,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,sentiment_negative,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,sentiment_neutral,818,0,2,42,5.134474328,42,5.134474328,776,658,True
R&B / Soul,sentiment_positive,818,0,2,42,5.134474328,42,5.134474328,776,658,True
Reggae / Dancehall,detox_identity_attack,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,detox_insult,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,detox_obscene,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,detox_severe_toxicity,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,detox_sexual_explicit,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,detox_threat,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,detox_toxicity,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_admiration,818,526,47,818,100,292,100,0,0,False
Reggae / Dancehall,emotion_amusement,818,526,47,818,100,292,100,0,0,False
