artist,observation_count,unique_songs,observation_pct,unique_song_pct,small_group_lt_30_songs
Taylor Swift,409,158,0.5000183381,0.5634606469,False
Morgan Wallen,265,72,0.3239727618,0.2567668771,False
Drake,263,109,0.3215276844,0.3887165222,False
Elton John,204,58,0.2493978997,0.2068399843,False
Madonna,193,50,0.2359499737,0.1783103313,False
Kenny Chesney,183,48,0.2237245865,0.171177918,False
Tim McGraw,174,47,0.212721738,0.1676117114,False
Keith Urban,159,37,0.1943836571,0.1319496452,False
Rod Stewart,155,46,0.1894935022,0.1640455048,False
Jason Aldean,154,40,0.1882709635,0.142648265,False
Mariah Carey,154,29,0.1882709635,0.1034199922,True
Stevie Wonder,152,53,0.185825886,0.1890089512,False
Luke Combs,150,30,0.1833808086,0.1069861988,False
Michael Jackson,144,41,0.1760455762,0.1462144717,False
Chicago,143,45,0.1748230375,0.1604792982,False
The Beatles,139,62,0.1699328826,0.2211048108,False
Rihanna,138,27,0.1687103439,0.0962875789,True
Aretha Franklin,137,61,0.1674878052,0.2175386042,False
Beyonce,137,34,0.1674878052,0.1212510253,False
Rascal Flatts,136,33,0.1662652665,0.1176848187,False
Billy Joel,134,41,0.163820189,0.1462144717,False
Ed Sheeran,134,28,0.163820189,0.09985378553,True
Luke Bryan,134,36,0.163820189,0.1283834385,False
Carrie Underwood,133,32,0.1625976503,0.114118612,False
Daryl Hall John Oates,132,34,0.1613751116,0.1212510253,False
The Rolling Stones,132,55,0.1613751116,0.1961413644,False
Whitney Houston,132,31,0.1613751116,0.1105524054,False
Brad Paisley,129,32,0.1577074954,0.114118612,False
George Strait,128,35,0.1564849567,0.1248172319,False
P!nk,128,25,0.1564849567,0.08915516565,True
Neil Diamond,127,52,0.1552624179,0.1854427446,False
Kelly Clarkson,126,22,0.1540398792,0.07845654577,True
The Weeknd,126,31,0.1540398792,0.1105524054,False
The Beach Boys,124,53,0.1515948018,0.1890089512,False
Blake Shelton,123,32,0.150372263,0.114118612,False
Toby Keith,123,34,0.150372263,0.1212510253,False
Bee Gees,122,41,0.1491497243,0.1462144717,False
Elvis Presley,121,48,0.1479271856,0.171177918,False
Chris Brown,119,29,0.1454821081,0.1034199922,True
Justin Bieber,119,40,0.1454821081,0.142648265,False
Ariana Grande,118,40,0.1442595694,0.142648265,False
Maroon 5,115,19,0.1405919533,0.06775792589,True
Connie Francis,114,49,0.1393694145,0.1747441247,False
Brenda Lee,113,45,0.1381468758,0.1604792982,False
The Temptations,113,48,0.1381468758,0.171177918,False
Bad Bunny,112,44,0.1369243371,0.1569130915,False
Billie Eilish,111,26,0.1357017984,0.09272137228,True
Olivia Rodrigo,110,37,0.1344792596,0.1319496452,False
Kool & The Gang,108,31,0.1320341822,0.1105524054,False
Mary J. Blige,107,25,0.1308116435,0.08915516565,True
Elvis Presley With The Jordanaires,106,53,0.1295891047,0.1890089512,False
Dierks Bentley,105,25,0.128366566,0.08915516565,True
Imagine Dragons,104,13,0.1271440273,0.04636068614,True
Usher,104,21,0.1271440273,0.07489033915,True
Bruno Mars,101,15,0.1234764111,0.05349309939,True
Dionne Warwick,101,47,0.1234764111,0.1676117114,False
R. Kelly,100,21,0.1222538724,0.07489033915,True
Janet Jackson,98,24,0.1198087949,0.08558895902,True
Britney Spears,96,26,0.1173637175,0.09272137228,True
Heart,96,29,0.1173637175,0.1034199922,True
Nickelback,96,16,0.1173637175,0.05705930602,True
Aerosmith,95,28,0.1161411788,0.09985378553,True
Gladys Knight And The Pips,95,36,0.1161411788,0.1283834385,False
Lady Gaga,94,23,0.11491864,0.0820227524,True
Olivia Newton-John,94,30,0.11491864,0.1069861988,False
Paul Anka,94,42,0.11491864,0.1497806783,False
Bon Jovi,93,25,0.1136961013,0.08915516565,True
Phil Collins,93,24,0.1136961013,0.08558895902,True
Thomas Rhett,93,20,0.1136961013,0.07132413252,True
Donna Summer,92,30,0.1124735626,0.1069861988,False
Katy Perry,92,20,0.1124735626,0.07132413252,True
Lil Baby,92,35,0.1124735626,0.1248172319,False
Sabrina Carpenter,92,23,0.1124735626,0.0820227524,True
Cher,91,31,0.1112510239,0.1105524054,False
Diana Ross,91,33,0.1112510239,0.1176848187,False
Marvin Gaye,91,37,0.1112510239,0.1319496452,False
The Pointer Sisters,90,26,0.1100284852,0.09272137228,True
Eminem,89,32,0.1088059464,0.114118612,False
Miley Cyrus,89,23,0.1088059464,0.0820227524,True
SZA,89,24,0.1088059464,0.08558895902,True
Barry Manilow,88,27,0.1075834077,0.0962875789,True
Alan Jackson,87,23,0.106360869,0.0820227524,True
Bobby Vinton,87,40,0.106360869,0.142648265,False
Lady Antebellum,87,18,0.106360869,0.06419171927,True
"Earth, Wind & Fire",86,30,0.1051383303,0.1069861988,False
The Black Eyed Peas,86,15,0.1051383303,0.05349309939,True
Four Tops,85,40,0.1039157915,0.142648265,False
Jackie Wilson,85,41,0.1039157915,0.1462144717,False
James Brown,85,46,0.1039157915,0.1640455048,False
Post Malone,85,27,0.1039157915,0.0962875789,True
Barbra Streisand,84,32,0.1026932528,0.114118612,False
Brook Benton,84,39,0.1026932528,0.1390820584,False
Commodores,83,25,0.1014707141,0.08915516565,True
Journey,83,24,0.1014707141,0.08558895902,True
Bryan Adams,82,20,0.1002481754,0.07132413252,True
Dua Lipa,82,11,0.1002481754,0.03922827289,True
Prince,82,25,0.1002481754,0.08915516565,True
Ray Charles,82,44,0.1002481754,0.1569130915,False
Rod Wave,82,52,0.1002481754,0.1854427446,False
U2,82,25,0.1002481754,0.08915516565,True
Andy Williams,80,34,0.09780309791,0.1212510253,False
Fleetwood Mac,80,23,0.09780309791,0.0820227524,True
Kendrick Lamar,80,30,0.09780309791,0.1069861988,False
Eric Church,79,23,0.09658055919,0.0820227524,True
Faith Hill,79,15,0.09658055919,0.05349309939,True
Justin Timberlake,79,15,0.09658055919,0.05349309939,True
Harry Styles,78,25,0.09535802047,0.08915516565,True
Nicki Minaj,78,22,0.09535802047,0.07845654577,True
Bruce Springsteen,77,23,0.09413548174,0.0820227524,True
Lionel Richie,77,19,0.09413548174,0.06775792589,True
Sam Cooke,77,33,0.09413548174,0.1176848187,False
Adele,76,13,0.09291294302,0.04636068614,True
Genesis,76,22,0.09291294302,0.07845654577,True
John Denver,76,30,0.09291294302,0.1069861988,False
Kanye West,76,25,0.09291294302,0.08915516565,True
Linkin Park,76,17,0.09291294302,0.06062551264,True
The Isley Brothers,76,36,0.09291294302,0.1283834385,False
Bobby Darin,75,34,0.09169040429,0.1212510253,False
Boyz II Men,75,16,0.09169040429,0.05705930602,True
Fats Domino,75,35,0.09169040429,0.1248172319,False
Foreigner,75,22,0.09169040429,0.07845654577,True
Huey Lewis & The News,75,21,0.09169040429,0.07489033915,True
Montgomery Gentry,75,18,0.09169040429,0.06419171927,True
Brooks & Dunn,74,22,0.09046786557,0.07845654577,True
Carpenters,74,27,0.09046786557,0.0962875789,True
Electric Light Orchestra,74,23,0.09046786557,0.0820227524,True
Miranda Lambert,74,19,0.09046786557,0.06775792589,True
Neil Sedaka,74,28,0.09046786557,0.09985378553,True
OneRepublic,74,12,0.09046786557,0.04279447951,True
Alicia Keys,73,15,0.08924532685,0.05349309939,True
Celine Dion,73,17,0.08924532685,0.06062551264,True
JAY-Z,73,27,0.08924532685,0.0962875789,True
TLC,73,15,0.08924532685,0.05349309939,True
Future,72,42,0.08802278812,0.1497806783,False
Destiny's Child,71,12,0.0868002494,0.04279447951,True
Eagles,71,21,0.0868002494,0.07489033915,True
Michael Bolton,71,18,0.0868002494,0.06419171927,True
Queen,71,22,0.0868002494,0.07845654577,True
Train,71,12,0.0868002494,0.04279447951,True
Zac Brown Band,71,19,0.0868002494,0.06775792589,True
Backstreet Boys,70,16,0.08557771067,0.05705930602,True
Chubby Checker,70,27,0.08557771067,0.0962875789,True
Coldplay,70,18,0.08557771067,0.06419171927,True
Doja Cat,70,11,0.08557771067,0.03922827289,True
Richard Marx,70,16,0.08557771067,0.05705930602,True
Styx,70,22,0.08557771067,0.07845654577,True
The Everly Brothers,70,30,0.08557771067,0.1069861988,False
Duran Duran,69,21,0.08435517195,0.07489033915,True
Kenny Loggins,69,19,0.08435517195,0.06775792589,True
Kenny Rogers,69,24,0.08435517195,0.08558895902,True
Van Halen,69,23,0.08435517195,0.0820227524,True
Glen Campbell,68,31,0.08313263323,0.1105524054,False
Toni Braxton,68,10,0.08313263323,0.03566206626,True
Def Leppard,67,19,0.0819100945,0.06775792589,True
James Brown And The Famous Flames,67,34,0.0819100945,0.1212510253,False
Linda Ronstadt,67,25,0.0819100945,0.08915516565,True
The 5th Dimension,67,29,0.0819100945,0.1034199922,True
The Spinners,67,26,0.0819100945,0.09272137228,True
Anne Murray,66,26,0.08068755578,0.09272137228,True
Billy Currington,66,15,0.08068755578,0.05349309939,True
Fall Out Boy,66,15,0.08068755578,0.05349309939,True
Gloria Estefan,66,18,0.08068755578,0.06419171927,True
Juice WRLD,66,35,0.08068755578,0.1248172319,False
Shania Twain,66,16,0.08068755578,0.05705930602,True
The Supremes,66,27,0.08068755578,0.0962875789,True
Wilson Pickett,66,36,0.08068755578,0.1283834385,False
Dixie Chicks,65,16,0.07946501705,0.05705930602,True
Eddie Money,65,22,0.07946501705,0.07845654577,True
J. Cole,65,37,0.07946501705,0.1319496452,False
LeAnn Rimes,65,11,0.07946501705,0.03922827289,True
Lil Uzi Vert,65,26,0.07946501705,0.09272137228,True
Luther Vandross,65,21,0.07946501705,0.07489033915,True
REO Speedwagon,65,18,0.07946501705,0.06419171927,True
Roy Orbison,65,28,0.07946501705,0.09985378553,True
Avril Lavigne,64,15,0.07824247833,0.05349309939,True
Dan + Shay,64,14,0.07824247833,0.04992689276,True
John Mellencamp,64,18,0.07824247833,0.06419171927,True
Sheena Easton,64,18,0.07824247833,0.06419171927,True
The Impressions,64,32,0.07824247833,0.114118612,False
Tom Jones,64,27,0.07824247833,0.0962875789,True
Jason Derulo,63,14,0.07701993961,0.04992689276,True
Lonestar,63,16,0.07701993961,0.05705930602,True
Monica,63,13,0.07701993961,0.04636068614,True
Three Dog Night,63,21,0.07701993961,0.07489033915,True
Travis Scott,63,22,0.07701993961,0.07845654577,True
Aaliyah,62,13,0.07579740088,0.04636068614,True
David Bowie,62,24,0.07579740088,0.08558895902,True
Frank Sinatra,62,37,0.07579740088,0.1319496452,False
Johnny Rivers,62,28,0.07579740088,0.09985378553,True
One Direction,62,17,0.07579740088,0.06062551264,True
Rick Springfield,62,19,0.07579740088,0.06775792589,True
The Doobie Brothers,62,27,0.07579740088,0.0962875789,True
3 Doors Down,61,8,0.07457486216,0.02852965301,True
Florida Georgia Line,61,14,0.07457486216,0.04992689276,True
Sheryl Crow,61,15,0.07457486216,0.05349309939,True
The Drifters,61,28,0.07457486216,0.09985378553,True
Al Martino,60,33,0.07335232343,0.1176848187,False
Jake Owen,60,18,0.07335232343,0.06419171927,True
Natalie Cole,60,18,0.07335232343,0.06419171927,True
Pat Boone,60,30,0.07335232343,0.1069861988,False
R.E.M.,60,20,0.07335232343,0.07132413252,True
Red Hot Chili Peppers,60,13,0.07335232343,0.04636068614,True
Helen Reddy,59,20,0.07212978471,0.07132413252,True
LL Cool J,59,17,0.07212978471,0.06062551264,True
Martina McBride,59,18,0.07212978471,0.06419171927,True
Ne-Yo,59,12,0.07212978471,0.04279447951,True
T.I.,59,16,0.07212978471,0.05705930602,True
YoungBoy Never Broke Again,59,37,0.07212978471,0.1319496452,False
Christina Aguilera,58,15,0.07090724599,0.05349309939,True
Demi Lovato,58,15,0.07090724599,0.05349309939,True
Glee Cast,58,57,0.07090724599,0.2032737777,False
Pat Benatar,58,17,0.07090724599,0.06062551264,True
Smokey Robinson,58,20,0.07090724599,0.07132413252,True
Eric Clapton,57,17,0.06968470726,0.06062551264,True
Sam Hunt,57,12,0.06968470726,0.04279447951,True
The Cars,57,18,0.06968470726,0.06419171927,True
ABBA,56,19,0.06846216854,0.06775792589,True
Dean Martin,56,29,0.06846216854,0.1034199922,True
Jerry Butler,56,28,0.06846216854,0.09985378553,True
Tate McRae,56,11,0.06846216854,0.03922827289,True
The 4 Seasons,56,21,0.06846216854,0.07489033915,True
The Miracles,56,24,0.06846216854,0.08558895902,True
The O'Jays,56,26,0.06846216854,0.09272137228,True
Tina Turner,56,16,0.06846216854,0.05705930602,True
matchbox twenty,56,8,0.06846216854,0.02852965301,True
Brandy,55,13,0.06723962982,0.04636068614,True
Carly Simon,55,21,0.06723962982,0.07489033915,True
Chris Young,55,14,0.06723962982,0.04992689276,True
Darius Rucker,55,13,0.06723962982,0.04636068614,True
Jonas Brothers,55,16,0.06723962982,0.05705930602,True
KISS,55,22,0.06723962982,0.07845654577,True
Little River Band,55,16,0.06723962982,0.05705930602,True
Survivor,55,18,0.06723962982,0.06419171927,True
Goo Goo Dolls,54,12,0.06601709109,0.04279447951,True
INXS,54,17,0.06601709109,0.06062551264,True
Johnny Mathis,54,26,0.06601709109,0.09272137228,True
Kane Brown,54,15,0.06601709109,0.05349309939,True
The Who,54,25,0.06601709109,0.08915516565,True
Alice Cooper,53,21,0.06479455237,0.07489033915,True
Don Henley,53,13,0.06479455237,0.04636068614,True
Selena Gomez,53,16,0.06479455237,0.05705930602,True
The Kinks,53,21,0.06479455237,0.07489033915,True
Trey Songz,53,15,0.06479455237,0.05349309939,True
Air Supply,52,13,0.06357201364,0.04636068614,True
Bobby Rydell,52,24,0.06357201364,0.08558895902,True
Daughtry,52,10,0.06357201364,0.03566206626,True
Gene Pitney,52,21,0.06357201364,0.07489033915,True
Shawn Mendes,52,8,0.06357201364,0.02852965301,True
Trace Adkins,52,16,0.06357201364,0.05705930602,True
Bob Seger,51,19,0.06234947492,0.06775792589,True
Bobby Vee,51,26,0.06234947492,0.09272137228,True
Chappell Roan,51,9,0.06234947492,0.03209585963,True
En Vogue,51,12,0.06234947492,0.04279447951,True
George Michael,51,15,0.06234947492,0.05349309939,True
Jackson 5,51,18,0.06234947492,0.06419171927,True
John Mayer,51,11,0.06234947492,0.03922827289,True
New Edition,51,16,0.06234947492,0.05705930602,True
Steve Winwood,51,14,0.06234947492,0.04992689276,True
Toto,51,14,0.06234947492,0.04992689276,True
Bette Midler,50,17,0.0611269362,0.06062551264,True
Billy Ocean,50,12,0.0611269362,0.04279447951,True
Bobby Goldsboro,50,26,0.0611269362,0.09272137228,True
Cardi B,50,17,0.0611269362,0.06062551264,True
Cole Swindell,50,11,0.0611269362,0.03922827289,True
Dr. Hook,50,15,0.0611269362,0.05349309939,True
Expose,50,12,0.0611269362,0.04279447951,True
Johnny Tillotson,50,23,0.0611269362,0.0820227524,True
Lee Brice,50,12,0.0611269362,0.04279447951,True
Chris Stapleton,49,12,0.05990439747,0.04279447951,True
Ella Langley,49,15,0.05990439747,0.05349309939,True
Joe Simon,49,29,0.05990439747,0.1034199922,True
Paula Abdul,49,13,0.05990439747,0.04636068614,True
Sugarland,49,13,0.05990439747,0.04636068614,True
B.J. Thomas,48,21,0.05868185875,0.07489033915,True
Babyface,48,11,0.05868185875,0.03922827289,True
Lenny Kravitz,48,13,0.05868185875,0.04636068614,True
Lifehouse,48,8,0.05868185875,0.02852965301,True
Nat King Cole,48,22,0.05868185875,0.07845654577,True
The Fray,48,9,0.05868185875,0.03209585963,True
The Grass Roots,48,20,0.05868185875,0.07132413252,True
The Guess Who,48,19,0.05868185875,0.06775792589,True
The Hollies,48,20,0.05868185875,0.07132413252,True
The Marvelettes,48,22,0.05868185875,0.07845654577,True
Wings,48,17,0.05868185875,0.06062551264,True
Bobby Brown,47,11,0.05745932002,0.03922827289,True
Frankie Avalon,47,19,0.05745932002,0.06775792589,True
Jodeci,47,11,0.05745932002,0.03922827289,True
Joe Tex,47,26,0.05745932002,0.09272137228,True
Johnny Cash,47,26,0.05745932002,0.09272137228,True
Paul Davis,47,13,0.05745932002,0.04636068614,True
SWV,47,11,0.05745932002,0.03922827289,True
Sting,47,14,0.05745932002,0.04992689276,True
The Shirelles,47,22,0.05745932002,0.07845654577,True
Tom Petty And The Heartbreakers,47,17,0.05745932002,0.06062551264,True
Al Green,46,18,0.0562367813,0.06419171927,True
America,46,17,0.0562367813,0.06062551264,True
Bobby Bland,46,28,0.0562367813,0.09985378553,True
Cheap Trick,46,16,0.0562367813,0.05705930602,True
Jermaine Jackson,46,16,0.0562367813,0.05705930602,True
Jr. Walker & The All Stars,46,21,0.0562367813,0.07489033915,True
Old Dominion,46,10,0.0562367813,0.03566206626,True
Ray Stevens,46,24,0.0562367813,0.08558895902,True
Sam Smith,46,10,0.0562367813,0.03566206626,True
The Righteous Brothers,46,19,0.0562367813,0.06775792589,True
Zach Bryan,46,17,0.0562367813,0.06062551264,True
Color Me Badd,45,10,0.05501424258,0.03566206626,True
Cyndi Lauper,45,14,0.05501424258,0.04992689276,True
Jon Secada,45,8,0.05501424258,0.02852965301,True
Justin Moore,45,14,0.05501424258,0.04992689276,True
Metallica,45,15,0.05501424258,0.05349309939,True
OutKast,45,11,0.05501424258,0.03922827289,True
Salt-N-Pepa,45,9,0.05501424258,0.03209585963,True
The Moody Blues,45,19,0.05501424258,0.06775792589,True
50 Cent,44,13,0.05379170385,0.04636068614,True
Ace Of Base,44,8,0.05379170385,0.02852965301,True
B.B. King,44,24,0.05379170385,0.08558895902,True
Billy Idol,44,12,0.05379170385,0.04279447951,True
Colbie Caillat,44,10,0.05379170385,0.03566206626,True
Creed,44,5,0.05379170385,0.01783103313,True
Ginuwine,44,10,0.05379170385,0.03566206626,True
Guns N' Roses,44,13,0.05379170385,0.04636068614,True
Halsey,44,8,0.05379170385,0.02852965301,True
Marty Robbins,44,18,0.05379170385,0.06419171927,True
New Kids On The Block,44,11,0.05379170385,0.03922827289,True
Noah Kahan,44,12,0.05379170385,0.04279447951,True
Poison,44,12,0.05379170385,0.04279447951,True
Sara Evans,44,11,0.05379170385,0.03922827289,True
Taylor Dayne,44,10,0.05379170385,0.03566206626,True
The Dave Clark Five,44,24,0.05379170385,0.08558895902,True
Tommy Roe,44,18,0.05379170385,0.06419171927,True
Vanessa Williams,44,12,0.05379170385,0.04279447951,True
Anita Baker,43,11,0.05256916513,0.03922827289,True
Depeche Mode,43,15,0.05256916513,0.05349309939,True
Donny Osmond,43,15,0.05256916513,0.05349309939,True
Gary Allan,43,12,0.05256916513,0.04279447951,True
Herman's Hermits,43,19,0.05256916513,0.06775792589,True
Jay & The Americans,43,18,0.05256916513,0.06419171927,True
Jordan Davis,43,10,0.05256916513,0.03566206626,True
Khalid,43,7,0.05256916513,0.02496344638,True
Laura Branigan,43,13,0.05256916513,0.04636068614,True
Petula Clark,43,21,0.05256916513,0.07489033915,True
Rick Nelson,43,22,0.05256916513,0.07845654577,True
Ricky Nelson,43,16,0.05256916513,0.05705930602,True
Roxette,43,12,0.05256916513,0.04279447951,True
Teddy Swims,43,4,0.05256916513,0.0142648265,True
The Band Perry,43,8,0.05256916513,0.02852965301,True
Tommy James And The Shondells,43,19,0.05256916513,0.06775792589,True
Eurythmics,42,14,0.0513466264,0.04992689276,True
KC And The Sunshine Band,42,14,0.0513466264,0.04992689276,True
Keith Sweat,42,11,0.0513466264,0.03922827289,True
Robert Palmer,42,15,0.0513466264,0.05349309939,True
Sarah McLachlan,42,9,0.0513466264,0.03209585963,True
Tevin Campbell,42,12,0.0513466264,0.04279447951,True
The Alan Parsons Project,42,16,0.0513466264,0.05705930602,True
The Dells,42,20,0.0513466264,0.07132413252,True
The Stylistics,42,16,0.0513466264,0.05705930602,True
XXXTENTACION,42,12,0.0513466264,0.04279447951,True
Barry White,41,15,0.05012408768,0.05349309939,True
Benson Boone,41,6,0.05012408768,0.02139723976,True
Carole King,41,15,0.05012408768,0.05349309939,True
Chuck Berry,41,19,0.05012408768,0.06775792589,True
Cody Johnson,41,8,0.05012408768,0.02852965301,True
Dan Fogelberg,41,13,0.05012408768,0.04636068614,True
Jackson Browne,41,15,0.05012408768,0.05349309939,True
Jan & Dean,41,22,0.05012408768,0.07845654577,True
Jefferson Starship,41,17,0.05012408768,0.06062551264,True
Jon Pardi,41,10,0.05012408768,0.03566206626,True
Loverboy,41,13,0.05012408768,0.04636068614,True
Meghan Trainor,41,8,0.05012408768,0.02852965301,True
Santana,41,17,0.05012408768,0.06062551264,True
Savage Garden,41,6,0.05012408768,0.02139723976,True
Smokey Robinson & The Miracles,41,18,0.05012408768,0.06419171927,True
The Police,41,12,0.05012408768,0.04279447951,True
The Steve Miller Band,41,15,0.05012408768,0.05349309939,True
ZZ Top,41,15,0.05012408768,0.05349309939,True
Charlie Rich,40,13,0.04890154896,0.04636068614,True
Dion,40,19,0.04890154896,0.06775792589,True
Dolly Parton,40,15,0.04890154896,0.05349309939,True
Don Toliver,40,15,0.04890154896,0.05349309939,True
Ellie Goulding,40,6,0.04890154896,0.02139723976,True
Engelbert Humperdinck,40,20,0.04890154896,0.07132413252,True
Hootie & The Blowfish,40,6,0.04890154896,0.02139723976,True
Joe Nichols,40,11,0.04890154896,0.03922827289,True
Ke$ha,40,8,0.04890154896,0.02852965301,True
Mary Wells,40,18,0.04890154896,0.06419171927,True
Stevie B,40,11,0.04890154896,0.03922827289,True
'N Sync,39,8,0.04767901023,0.02852965301,True
Bad Company,39,16,0.04767901023,0.05705930602,True
Bob Dylan,39,22,0.04767901023,0.07845654577,True
Boz Scaggs,39,13,0.04767901023,0.04636068614,True
Captain & Tennille,39,13,0.04767901023,0.04636068614,True
Cliff Richard,39,15,0.04767901023,0.05349309939,True
DaBaby,39,11,0.04767901023,0.03922827289,True
Debbie Gibson,39,11,0.04767901023,0.03922827289,True
Dustin Lynch,39,10,0.04767901023,0.03566206626,True
Eddie Rabbitt,39,12,0.04767901023,0.04279447951,True
Etta James,39,22,0.04767901023,0.07845654577,True
George Benson,39,13,0.04767901023,0.04636068614,True
George Harrison,39,14,0.04767901023,0.04992689276,True
Glenn Frey,39,12,0.04767901023,0.04279447951,True
Jody Watley,39,11,0.04767901023,0.03922827289,True
Little Big Town,39,9,0.04767901023,0.03209585963,True
Nelly,39,14,0.04767901023,0.04992689276,True
Paul Simon,39,15,0.04767901023,0.05349309939,True
Scotty McCreery,39,10,0.04767901023,0.03566206626,True
Steely Dan,39,14,0.04767901023,0.04992689276,True
The Lettermen,39,19,0.04767901023,0.06775792589,True
The Platters,39,17,0.04767901023,0.06062551264,True
UB40,39,7,0.04767901023,0.02496344638,True
Bailey Zimmerman,38,7,0.04645647151,0.02496344638,True
Conway Twitty,38,15,0.04645647151,0.05349309939,True
Dru Hill,38,9,0.04645647151,0.03209585963,True
James Taylor,38,16,0.04645647151,0.05705930602,True
Jewel,38,8,0.04645647151,0.02852965301,True
Jimmie Rodgers,38,19,0.04645647151,0.06775792589,True
Josh Turner,38,8,0.04645647151,0.02852965301,True
Ohio Players,38,14,0.04645647151,0.04992689276,True
Otis Redding,38,23,0.04645647151,0.0820227524,True
Peaches & Herb,38,16,0.04645647151,0.05705930602,True
Rob Thomas,38,8,0.04645647151,0.02852965301,True
Tavares,38,13,0.04645647151,0.04636068614,True
The J. Geils Band,38,15,0.04645647151,0.05349309939,True
War,38,13,0.04645647151,0.04636068614,True
twenty one pilots,38,8,0.04645647151,0.02852965301,True
Amy Grant,37,9,0.04523393278,0.03209585963,True
Andy Gibb,37,8,0.04523393278,0.02852965301,True
Green Day,37,8,0.04523393278,0.02852965301,True
Jelly Roll,37,7,0.04523393278,0.02496344638,True
Johnnie Taylor,37,17,0.04523393278,0.06062551264,True
K-Ci & JoJo,37,7,0.04523393278,0.02496344638,True
Lou Rawls,37,17,0.04523393278,0.06062551264,True
M.C. Hammer,37,10,0.04523393278,0.03566206626,True
Melissa Etheridge,37,7,0.04523393278,0.02496344638,True
Perry Como,37,18,0.04523393278,0.06419171927,True
Sean Paul,37,6,0.04523393278,0.02139723976,True
Simon & Garfunkel,37,17,0.04523393278,0.06062551264,True
Sly & The Family Stone,37,15,0.04523393278,0.05349309939,True
Thompson Twins,37,11,0.04523393278,0.03922827289,True
Ashanti,36,7,0.04401139406,0.02496344638,True
Bread,36,13,0.04401139406,0.04636068614,True
Brett Young,36,8,0.04401139406,0.02852965301,True
Culture Club,36,10,0.04401139406,0.03566206626,True
Flo Rida,36,6,0.04401139406,0.02139723976,True
Foo Fighters,36,10,0.04401139406,0.03566206626,True
Howard Jones,36,11,0.04401139406,0.03922827289,True
Jo Dee Messina,36,9,0.04401139406,0.03209585963,True
Joe,36,8,0.04401139406,0.02852965301,True
Lesley Gore,36,17,0.04401139406,0.06062551264,True
Maren Morris,36,7,0.04401139406,0.02496344638,True
Paul McCartney,36,13,0.04401139406,0.04636068614,True
"Peter, Paul & Mary",36,17,0.04401139406,0.06062551264,True
Ronnie Milsap,36,13,0.04401139406,0.04636068614,True
Seal,36,8,0.04401139406,0.02852965301,True
The Cover Girls,36,10,0.04401139406,0.03566206626,True
The Monkees,36,18,0.04401139406,0.06419171927,True
Tony Bennett,36,19,0.04401139406,0.06775792589,True
Wham!,36,7,0.04401139406,0.02496344638,True
After 7,35,8,0.04278885534,0.02852965301,True
Blondie,35,9,0.04278885534,0.03209585963,True
Brian Hyland,35,18,0.04278885534,0.06419171927,True
Cat Stevens,35,14,0.04278885534,0.04992689276,True
Christopher Cross,35,10,0.04278885534,0.03566206626,True
Creedence Clearwater Revival,35,13,0.04278885534,0.04636068614,True
Eric Carmen,35,11,0.04278885534,0.03922827289,True
Irene Cara,35,8,0.04278885534,0.02852965301,True
Jack Scott,35,17,0.04278885534,0.06062551264,True
Juice Newton,35,9,0.04278885534,0.03209585963,True
Kim Carnes,35,14,0.04278885534,0.04992689276,True
Olivia Dean,35,5,0.04278885534,0.01783103313,True
Pearl Jam,35,13,0.04278885534,0.04636068614,True
Rodney Atkins,35,8,0.04278885534,0.02852965301,True
Ronnie Dove,35,20,0.04278885534,0.07132413252,True
Solomon Burke,35,20,0.04278885534,0.07132413252,True
Starship,35,11,0.04278885534,0.03922827289,True
"The 4 Seasons Featuring the ""Sound of Frankie Valli""",35,17,0.04278885534,0.06062551264,True
The All-American Rejects,35,5,0.04278885534,0.01783103313,True
Ben E. King,34,16,0.04156631661,0.05705930602,True
Booker T. & The MG's,34,16,0.04156631661,0.05705930602,True
Corey Hart,34,10,0.04156631661,0.03566206626,True
Eddie Kendricks,34,14,0.04156631661,0.04992689276,True
Faith Evans,34,8,0.04156631661,0.02852965301,True
Gwen Stefani,34,10,0.04156631661,0.03566206626,True
Herb Alpert,34,13,0.04156631661,0.04636068614,True
Jason Mraz,34,4,0.04156631661,0.0142648265,True
Jennifer Lopez,34,11,0.04156631661,0.03922827289,True
Kansas,34,14,0.04156631661,0.04992689276,True
Mac Davis,34,15,0.04156631661,0.05349309939,True
Martha & The Vandellas,34,15,0.04156631661,0.05349309939,True
Megan Thee Stallion,34,12,0.04156631661,0.04279447951,True
Melissa Manchester,34,13,0.04156631661,0.04636068614,True
Motley Crue,34,11,0.04156631661,0.03922827289,True
Paramore,34,9,0.04156631661,0.03209585963,True
Peter Gabriel,34,8,0.04156631661,0.02852965301,True
Phil Vassar,34,10,0.04156631661,0.03566206626,True
The Bangles,34,8,0.04156631661,0.02852965301,True
Tony Toni Tone,34,10,0.04156631661,0.03566206626,True
Brett Eldredge,33,8,0.04034377789,0.02852965301,True
Collective Soul,33,7,0.04034377789,0.02496344638,True
Craig Morgan,33,12,0.04034377789,0.04279447951,True
Del Shannon,33,16,0.04034377789,0.05705930602,True
Donovan,33,16,0.04034377789,0.05705930602,True
Dusty Springfield,33,16,0.04034377789,0.05705930602,True
Frankie Valli,33,13,0.04034377789,0.04636068614,True
Gene Chandler,33,18,0.04034377789,0.06419171927,True
Herb Alpert & The Tijuana Brass,33,20,0.04034377789,0.07132413252,True
