artist,observation_count,unique_songs,observation_pct,unique_song_pct,small_group_lt_30_songs
Philip Bailey With Phil Collins,6,1,0.007335232343,0.003566206626,True
Pitbull & Ne-Yo,6,1,0.007335232343,0.003566206626,True
Planet Soul,6,1,0.007335232343,0.003566206626,True
Playboi Carti & The Weeknd,6,1,0.007335232343,0.003566206626,True
Pleasure P,6,2,0.007335232343,0.007132413252,True
Plies Featuring T-Pain,6,1,0.007335232343,0.003566206626,True
Polo G Featuring Lil Tjay,6,1,0.007335232343,0.003566206626,True
Portrait,6,2,0.007335232343,0.007132413252,True
Post Malone & The Weeknd,6,1,0.007335232343,0.003566206626,True
Powfu Featuring beabadoobee,6,1,0.007335232343,0.003566206626,True
Q-Tip,6,2,0.007335232343,0.007132413252,True
Quavo,6,3,0.007335232343,0.01069861988,True
Queens Of The Stone Age,6,2,0.007335232343,0.007132413252,True
R. City Featuring Adam Levine,6,1,0.007335232343,0.003566206626,True
R. Dean Taylor,6,4,0.007335232343,0.0142648265,True
Rae Sremmurd Featuring Gucci Mane,6,1,0.007335232343,0.003566206626,True
Rauw Alejandro,6,3,0.007335232343,0.01069861988,True
Ray J & Yung Berg,6,1,0.007335232343,0.003566206626,True
Re-flex,6,2,0.007335232343,0.007132413252,True
Real Boston Richey,6,1,0.007335232343,0.003566206626,True
Rick Derringer,6,3,0.007335232343,0.01069861988,True
Rick Nelson And The Stone Canyon Band,6,2,0.007335232343,0.007132413252,True
Rihanna Featuring Ne-Yo,6,1,0.007335232343,0.003566206626,True
Rob $tone Featuring J. Davi$ & Spooks,6,1,0.007335232343,0.003566206626,True
Robbie Patton,6,2,0.007335232343,0.007132413252,True
Robbie Williams,6,2,0.007335232343,0.007132413252,True
Robert Mitchum,6,1,0.007335232343,0.003566206626,True
Rockets,6,3,0.007335232343,0.01069861988,True
Roddy Ricch Featuring Mustard,6,1,0.007335232343,0.003566206626,True
Roger,6,2,0.007335232343,0.007132413252,True
RuPaul,6,2,0.007335232343,0.007132413252,True
Russ,6,2,0.007335232343,0.007132413252,True
Russell Dickerson & Jake Scott,6,1,0.007335232343,0.003566206626,True
Ryan Hurd With Maren Morris,6,1,0.007335232343,0.003566206626,True
SZA Featuring Travis Scott,6,2,0.007335232343,0.007132413252,True
Saga,6,3,0.007335232343,0.01069861988,True
Sage The Gemini Featuring IamSu!,6,1,0.007335232343,0.003566206626,True
Saliva,6,2,0.007335232343,0.007132413252,True
Sam Fender & Olivia Dean,6,1,0.007335232343,0.003566206626,True
Sami Jo,6,2,0.007335232343,0.007132413252,True
Sammi Smith,6,2,0.007335232343,0.007132413252,True
"Sammy Davis, Jr. with The Mike Curb Congregation",6,2,0.007335232343,0.007132413252,True
Santana Featuring The Product G&B,6,1,0.007335232343,0.003566206626,True
Seals & Crofts (Featuring Carolyn Willis),6,1,0.007335232343,0.003566206626,True
Selena Gomez Featuring A$AP Rocky,6,1,0.007335232343,0.003566206626,True
Shabba Ranks,6,2,0.007335232343,0.007132413252,True
Shana,6,2,0.007335232343,0.007132413252,True
Sheck Wes,6,1,0.007335232343,0.003566206626,True
Sia Featuring Kendrick Lamar,6,1,0.007335232343,0.003566206626,True
Siouxsie & The Banshees,6,2,0.007335232343,0.007132413252,True
Skyy,6,2,0.007335232343,0.007132413252,True
Slave,6,3,0.007335232343,0.01069861988,True
Sly Fox,6,1,0.007335232343,0.003566206626,True
Smith,6,3,0.007335232343,0.01069861988,True
Smooth,6,2,0.007335232343,0.007132413252,True
Sneaker,6,2,0.007335232343,0.007132413252,True
Snoop Dogg Featuring Pharrell,6,1,0.007335232343,0.003566206626,True
Somethin' For The People Featuring Trina & Tamara,6,1,0.007335232343,0.003566206626,True
Son By Four,6,1,0.007335232343,0.003566206626,True
Sonique,6,1,0.007335232343,0.003566206626,True
Soulja Boy Tell 'em Featuring Sammie,6,1,0.007335232343,0.003566206626,True
Spider,6,2,0.007335232343,0.007132413252,True
Spirit,6,3,0.007335232343,0.01069861988,True
SpotemGottem Featuring Pooh Shiesty Or DaBaby,6,1,0.007335232343,0.003566206626,True
Spyro Gyra,6,4,0.007335232343,0.0142648265,True
Stacy Earl,6,2,0.007335232343,0.007132413252,True
Stampeders,6,3,0.007335232343,0.01069861988,True
Stars On 45,6,2,0.007335232343,0.007132413252,True
Steam,6,2,0.007335232343,0.007132413252,True
Stella Lefty,6,1,0.007335232343,0.003566206626,True
Sting Featuring Cheb Mami,6,1,0.007335232343,0.003566206626,True
Sugarloaf/Jerry Corbetta,6,2,0.007335232343,0.007132413252,True
Surf Mesa Featuring Emilee,6,1,0.007335232343,0.003566206626,True
Sylvia (r&b),6,2,0.007335232343,0.007132413252,True
Syndicate Of Sound,6,3,0.007335232343,0.01069861988,True
T'Pau,6,1,0.007335232343,0.003566206626,True
T-Pain,6,1,0.007335232343,0.003566206626,True
T-Pain Featuring Chris Brown,6,2,0.007335232343,0.007132413252,True
T-Pain Featuring Lil Wayne,6,2,0.007335232343,0.007132413252,True
T.I. Featuring Rihanna,6,1,0.007335232343,0.003566206626,True
THE ANXIETY: WILLOW & Tyler Cole,6,1,0.007335232343,0.003566206626,True
Tab Hunter,6,3,0.007335232343,0.01069861988,True
Tame Impala & JENNIE,6,1,0.007335232343,0.003566206626,True
Taylor Swift Featuring Kendrick Lamar,6,1,0.007335232343,0.003566206626,True
Technotronic,6,2,0.007335232343,0.007132413252,True
Terri Gibbs,6,2,0.007335232343,0.007132413252,True
Terry Jacks,6,2,0.007335232343,0.007132413252,True
Terry Stafford,6,2,0.007335232343,0.007132413252,True
The 5 Stairsteps,6,2,0.007335232343,0.007132413252,True
The Bell Notes,6,3,0.007335232343,0.01069861988,True
The Blue Ridge Rangers,6,2,0.007335232343,0.007132413252,True
The Breakfast Club,6,2,0.007335232343,0.007132413252,True
The Brotherhood Of Man,6,2,0.007335232343,0.007132413252,True
The Capitols,6,3,0.007335232343,0.01069861988,True
The Clique,6,3,0.007335232343,0.01069861988,True
The Communards,6,2,0.007335232343,0.007132413252,True
"The Corsairs Featuring Jay ""Bird"" Uzzell",6,2,0.007335232343,0.007132413252,True
The Cryan' Shames,6,4,0.007335232343,0.0142648265,True
The Cuff Links,6,3,0.007335232343,0.01069861988,True
The Duprees featuring Joey Vann,6,4,0.007335232343,0.0142648265,True
The Elgins,6,4,0.007335232343,0.0142648265,True
The Firm,6,3,0.007335232343,0.01069861988,True
The Four Lads,6,4,0.007335232343,0.0142648265,True
The Free Movement,6,1,0.007335232343,0.003566206626,True
The Fuzz,6,2,0.007335232343,0.007132413252,True
The Hondells,6,3,0.007335232343,0.01069861988,True
The Ikettes,6,3,0.007335232343,0.01069861988,True
The Irish Rovers,6,3,0.007335232343,0.01069861988,True
The John Hall Band,6,2,0.007335232343,0.007132413252,True
The Kane Gang,6,2,0.007335232343,0.007132413252,True
The Left Banke,6,3,0.007335232343,0.01069861988,True
The Lemonheads,6,2,0.007335232343,0.007132413252,True
The Notorious B.I.G. Featuring Puff Daddy & Mase,6,1,0.007335232343,0.003566206626,True
The Nylons,6,2,0.007335232343,0.007132413252,True
The Pixies Three,6,4,0.007335232343,0.0142648265,True
The Robert Cray Band,6,3,0.007335232343,0.01069861988,True
The Routers,6,2,0.007335232343,0.007132413252,True
The Script Featuring will.i.am,6,1,0.007335232343,0.003566206626,True
The Seeds,6,3,0.007335232343,0.01069861988,True
The Serendipity Singers,6,2,0.007335232343,0.007132413252,True
The Soul Children,6,3,0.007335232343,0.01069861988,True
The Soup Dragons,6,3,0.007335232343,0.01069861988,True
The Teddy Bears,6,1,0.007335232343,0.003566206626,True
The Ting Tings,6,2,0.007335232343,0.007132413252,True
The Toys,6,3,0.007335232343,0.01069861988,True
The Wailers,6,2,0.007335232343,0.007132413252,True
The Walker Bros.,6,3,0.007335232343,0.01069861988,True
The Watts 103rd Street Rhythm Band,6,3,0.007335232343,0.01069861988,True
Thin Lizzy,6,2,0.007335232343,0.007132413252,True
Three 6 Mafia Featuring Young Buck & Eightball & MJG,6,1,0.007335232343,0.003566206626,True
Tiesto,6,2,0.007335232343,0.007132413252,True
Tim McGraw With Taylor Swift,6,1,0.007335232343,0.003566206626,True
Timbaland Featuring Justin Timberlake,6,1,0.007335232343,0.003566206626,True
Timbaland Featuring Nelly Furtado & Justin Timberlake,6,1,0.007335232343,0.003566206626,True
Tinashe Featuring ScHoolboy Q,6,1,0.007335232343,0.003566206626,True
Toby Beau,6,3,0.007335232343,0.01069861988,True
Tony Bellus,6,1,0.007335232343,0.003566206626,True
Tony Joe White,6,3,0.007335232343,0.01069861988,True
Tony Orlando,6,4,0.007335232343,0.0142648265,True
Toosii,6,1,0.007335232343,0.003566206626,True
Tori Kelly,6,3,0.007335232343,0.01069861988,True
Traveling Wilburys,6,2,0.007335232343,0.007132413252,True
Travie McCoy Featuring Bruno Mars,6,1,0.007335232343,0.003566206626,True
"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",6,1,0.007335232343,0.003566206626,True
Trillville Featuring Cutty,6,1,0.007335232343,0.003566206626,True
Trixter,6,3,0.007335232343,0.01069861988,True
Twista,6,2,0.007335232343,0.007132413252,True
Tyga,6,1,0.007335232343,0.003566206626,True
Tyga Featuring Offset,6,1,0.007335232343,0.003566206626,True
"Tyler, The Creator Featuring Lola Young",6,1,0.007335232343,0.003566206626,True
Uncle Sam,6,1,0.007335232343,0.003566206626,True
Uriah Heep,6,3,0.007335232343,0.01069861988,True
Usher And Alicia Keys,6,1,0.007335232343,0.003566206626,True
"Usher, Summer Walker & 21 Savage",6,1,0.007335232343,0.003566206626,True
Vanessa Hudgens,6,2,0.007335232343,0.007132413252,True
Vangelis,6,1,0.007335232343,0.003566206626,True
Vengaboys,6,2,0.007335232343,0.007132413252,True
Wale Featuring Tiara Thomas Or Rihanna,6,1,0.007335232343,0.003566206626,True
Warren Zeiders,6,1,0.007335232343,0.003566206626,True
Waterfront,6,2,0.007335232343,0.007132413252,True
Waylon,6,2,0.007335232343,0.007132413252,True
Waylon Jennings,6,3,0.007335232343,0.01069861988,True
Wayne Newton And The Newton Brothers,6,3,0.007335232343,0.01069861988,True
We Five,6,2,0.007335232343,0.007132413252,True
Webb Pierce,6,3,0.007335232343,0.01069861988,True
Wet Wet Wet,6,2,0.007335232343,0.007132413252,True
When In Rome,6,2,0.007335232343,0.007132413252,True
Whistle,6,2,0.007335232343,0.007132413252,True
William DeVaughn,6,2,0.007335232343,0.007132413252,True
Ying Yang Twins Featuring Lil Jon & The East Side Boyz,6,1,0.007335232343,0.003566206626,True
Young Jeezy,6,2,0.007335232343,0.007132413252,True
Young Money Featuring Lloyd,6,1,0.007335232343,0.003566206626,True
Yung Joc,6,1,0.007335232343,0.003566206626,True
Zayn / Taylor Swift,6,1,0.007335232343,0.003566206626,True
Zedd Featuring Hayley Williams,6,1,0.007335232343,0.003566206626,True
will.i.am & Britney Spears,6,1,0.007335232343,0.003566206626,True
12 Gauge,5,1,0.00611269362,0.003566206626,True
2Pac Featuring K-Ci And JoJo,5,1,0.00611269362,0.003566206626,True
310babii,5,2,0.00611269362,0.007132413252,True
4.0,5,1,0.00611269362,0.003566206626,True
50 Cent Feat. Mobb Deep,5,1,0.00611269362,0.003566206626,True
50 Cent Featuring Justin Timberlake & Timbaland,5,1,0.00611269362,0.003566206626,True
50 Cent Featuring Nate Dogg,5,1,0.00611269362,0.003566206626,True
50 Cent Featuring Olivia,5,1,0.00611269362,0.003566206626,True
7 Mile,5,1,0.00611269362,0.003566206626,True
A Boogie Wit da Hoodie Featuring Kodak Black,5,1,0.00611269362,0.003566206626,True
A Perfect Circle,5,2,0.00611269362,0.007132413252,True
A Thousand Horses,5,1,0.00611269362,0.003566206626,True
A$AP Ferg Featuring Nicki Minaj,5,1,0.00611269362,0.003566206626,True
AZ,5,1,0.00611269362,0.003566206626,True
Aaron Carter,5,2,0.00611269362,0.007132413252,True
Aaron Lewis Of Staind With Fred Durst,5,1,0.00611269362,0.003566206626,True
Ace Frehley,5,1,0.00611269362,0.003566206626,True
Ahmad,5,1,0.00611269362,0.003566206626,True
Akon Featuring Colby O'Donis & Kardinal Offishall,5,1,0.00611269362,0.003566206626,True
Akon Featuring Lil Wayne & Young Jeezy,5,1,0.00611269362,0.003566206626,True
Alabama Featuring 'N Sync,5,1,0.00611269362,0.003566206626,True
Alan Jackson & Jimmy Buffett,5,1,0.00611269362,0.003566206626,True
Aldo Nova,5,2,0.00611269362,0.007132413252,True
Alesso Featuring Tove Lo,5,1,0.00611269362,0.003566206626,True
Alex Warren With Jelly Roll,5,1,0.00611269362,0.003566206626,True
Alexandra Stan,5,1,0.00611269362,0.003566206626,True
Alien Ant Farm,5,1,0.00611269362,0.003566206626,True
Alison Moyet,5,2,0.00611269362,0.007132413252,True
Aloe Blacc,5,1,0.00611269362,0.003566206626,True
Alvin Cash & The Registers,5,2,0.00611269362,0.007132413252,True
Amanda Marshall,5,1,0.00611269362,0.003566206626,True
American Hi-Fi,5,1,0.00611269362,0.003566206626,True
Amy Grant With Vince Gill,5,1,0.00611269362,0.003566206626,True
Angelica,5,1,0.00611269362,0.003566206626,True
Ann Wilson & Robin Zander,5,1,0.00611269362,0.003566206626,True
Ann-Margret,5,3,0.00611269362,0.01069861988,True
Anuel AA & Romeo Santos,5,1,0.00611269362,0.003566206626,True
Arctic Monkeys,5,1,0.00611269362,0.003566206626,True
Ariana Grande & The Weeknd,5,1,0.00611269362,0.003566206626,True
Ariana Grande Featuring Zedd,5,1,0.00611269362,0.003566206626,True
Arthur Lyman Group,5,2,0.00611269362,0.007132413252,True
Arthur Prysock,5,3,0.00611269362,0.01069861988,True
August Alsina Featuring Trinidad James,5,1,0.00611269362,0.003566206626,True
Auli'i Cravalho,5,1,0.00611269362,0.003566206626,True
Autograph,5,1,0.00611269362,0.003566206626,True
Ayo & Teo,5,1,0.00611269362,0.003566206626,True
B. Bumble & The Stingers,5,2,0.00611269362,0.007132413252,True
B.o.B,5,2,0.00611269362,0.007132413252,True
B.o.B Featuring Lil Wayne,5,1,0.00611269362,0.003566206626,True
B.o.B Featuring T.I. & Juicy J,5,1,0.00611269362,0.003566206626,True
BENEE Featuring Gus Dapperton,5,1,0.00611269362,0.003566206626,True
Baby Featuring P. Diddy,5,1,0.00611269362,0.003566206626,True
"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",5,1,0.00611269362,0.003566206626,True
Bad Bunny & Bomba Estereo,5,1,0.00611269362,0.003566206626,True
Bad Bunny & Feid,5,1,0.00611269362,0.003566206626,True
Bad Bunny & Rauw Alejandro,5,1,0.00611269362,0.003566206626,True
Bad Bunny & Tainy,5,1,0.00611269362,0.003566206626,True
Bad Meets Evil Featuring Bruno Mars,5,1,0.00611269362,0.003566206626,True
Bad Wolves,5,1,0.00611269362,0.003566206626,True
Baha Men,5,1,0.00611269362,0.003566206626,True
Bailey Zimmerman & Luke Combs,5,1,0.00611269362,0.003566206626,True
Barbra Streisand & Bryan Adams,5,1,0.00611269362,0.003566206626,True
Beanie Sigel & Freeway,5,1,0.00611269362,0.003566206626,True
Becky G,5,1,0.00611269362,0.003566206626,True
Becky G X Karol G,5,1,0.00611269362,0.003566206626,True
Bernadette Peters,5,2,0.00611269362,0.007132413252,True
Betty Harris,5,3,0.00611269362,0.01069861988,True
Beyonce & Shakira,5,1,0.00611269362,0.003566206626,True
Big Country,5,2,0.00611269362,0.007132413252,True
Big Punisher Featuring Joe,5,1,0.00611269362,0.003566206626,True
Big Sean Featuring Chris Brown,5,1,0.00611269362,0.003566206626,True
Big Sean Featuring Drake,5,1,0.00611269362,0.003566206626,True
Big Tymers,5,1,0.00611269362,0.003566206626,True
"Big Tymers Featuring Tateeze, Boo & Gotti",5,1,0.00611269362,0.003566206626,True
Bill Cosby,5,3,0.00611269362,0.01069861988,True
Bill Engvall With Special Guest Travis Tritt,5,1,0.00611269362,0.003566206626,True
Bill Haley And His Comets,5,2,0.00611269362,0.007132413252,True
Bill Medley & Jennifer Warnes,5,1,0.00611269362,0.003566206626,True
Billie Eilish & Khalid,5,1,0.00611269362,0.003566206626,True
Billie Ray Martin,5,1,0.00611269362,0.003566206626,True
Billy Ray Cyrus With Miley Cyrus,5,1,0.00611269362,0.003566206626,True
Billy Vera & The Beaters,5,1,0.00611269362,0.003566206626,True
Birdman & Lil Wayne,5,1,0.00611269362,0.003566206626,True
Birdman Featuring Lil Wayne & Drake,5,1,0.00611269362,0.003566206626,True
Biz Markie,5,1,0.00611269362,0.003566206626,True
Black Moon,5,2,0.00611269362,0.007132413252,True
Black Sabbath,5,2,0.00611269362,0.007132413252,True
Blake Shelton Featuring Gwen Stefani,5,2,0.00611269362,0.007132413252,True
Blake Shelton Featuring Pistol Annies & Friends,5,1,0.00611269362,0.003566206626,True
Blake Shelton Featuring Trace Adkins,5,2,0.00611269362,0.007132413252,True
Blanco Brown,5,1,0.00611269362,0.003566206626,True
Blind Melon,5,1,0.00611269362,0.003566206626,True
Blueface,5,1,0.00611269362,0.003566206626,True
Blues Magoos,5,3,0.00611269362,0.01069861988,True
Blur,5,2,0.00611269362,0.007132413252,True
Blxst & Tyga Featuring Ty Dolla $ign,5,1,0.00611269362,0.003566206626,True
Bo Bice,5,2,0.00611269362,0.007132413252,True
Bob Kuban And The In-Men,5,3,0.00611269362,0.01069861988,True
Bob Lind,5,3,0.00611269362,0.01069861988,True
Bobby Edwards,5,2,0.00611269362,0.007132413252,True
Bobby Russell,5,2,0.00611269362,0.007132413252,True
Bow Wow Featuring Chris Brown & Johnta Austin,5,1,0.00611269362,0.003566206626,True
Bow Wow Featuring J-Kwon & Jermaine Dupri,5,1,0.00611269362,0.003566206626,True
Bow Wow Featuring T-Pain & Johnta Austin,5,1,0.00611269362,0.003566206626,True
Boys Club,5,1,0.00611269362,0.003566206626,True
Brad Paisley Duet With Carrie Underwood,5,1,0.00611269362,0.003566206626,True
Brad Paisley Featuring Alabama,5,1,0.00611269362,0.003566206626,True
Brand Nubian,5,3,0.00611269362,0.01069861988,True
"Brandy, Tamia, Gladys Knight & Chaka Khan",5,1,0.00611269362,0.003566206626,True
Brantley Gilbert Featuring Justin Moore & Thomas Rhett,5,1,0.00611269362,0.003566206626,True
Breathe Carolina,5,1,0.00611269362,0.003566206626,True
Brewer And Shipley,5,2,0.00611269362,0.007132413252,True
Brooklyn Bridge,5,2,0.00611269362,0.007132413252,True
Brooks & Dunn Featuring Reba McEntire,5,1,0.00611269362,0.003566206626,True
Bruce Cockburn,5,2,0.00611269362,0.007132413252,True
Bruno Mars & Cardi B,5,1,0.00611269362,0.003566206626,True
Bryan Adams/Rod Stewart/Sting,5,1,0.00611269362,0.003566206626,True
Bryan Martin,5,1,0.00611269362,0.003566206626,True
Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,5,1,0.00611269362,0.003566206626,True
Buck Owens,5,3,0.00611269362,0.01069861988,True
Buddy Knox,5,4,0.00611269362,0.0142648265,True
Buddy Miles,5,4,0.00611269362,0.0142648265,True
Burna Boy,5,1,0.00611269362,0.003566206626,True
Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,5,1,0.00611269362,0.003566206626,True
CJ,5,1,0.00611269362,0.003566206626,True
Calvin Harris & Dua Lipa,5,1,0.00611269362,0.003566206626,True
Calvin Harris Featuring Frank Ocean & Migos,5,1,0.00611269362,0.003566206626,True
Calvin Harris Featuring John Newman,5,1,0.00611269362,0.003566206626,True
Cam,5,1,0.00611269362,0.003566206626,True
Cam'Ron Featuring Juelz Santana,5,1,0.00611269362,0.003566206626,True
"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",5,1,0.00611269362,0.003566206626,True
Camila Cabello Featuring Ed Sheeran,5,1,0.00611269362,0.003566206626,True
Carl Mann,5,2,0.00611269362,0.007132413252,True
Carly Pearce & Ashley McBryde,5,1,0.00611269362,0.003566206626,True
Carly Simon & James Taylor,5,2,0.00611269362,0.007132413252,True
Carole Bayer Sager,5,2,0.00611269362,0.007132413252,True
Carrie Underwood Featuring Randy Travis,5,1,0.00611269362,0.003566206626,True
Case & Joe,5,1,0.00611269362,0.003566206626,True
Cashman & West,5,2,0.00611269362,0.007132413252,True
Cassidy Featuring Swizz Beatz,5,1,0.00611269362,0.003566206626,True
Cate Bros.,5,2,0.00611269362,0.007132413252,True
Celine Dion And Clive Griffin,5,1,0.00611269362,0.003566206626,True
Celine Dion And Peabo Bryson,5,1,0.00611269362,0.003566206626,True
Chad Kroeger Featuring Josey Scott,5,1,0.00611269362,0.003566206626,True
Charlie Puth Featuring Selena Gomez,5,1,0.00611269362,0.003566206626,True
Charlie Ryan and the Timberline Riders,5,2,0.00611269362,0.007132413252,True
Charlie Sexton,5,1,0.00611269362,0.003566206626,True
Chase,5,3,0.00611269362,0.01069861988,True
Chase Bryant,5,2,0.00611269362,0.007132413252,True
Chayce Beckham,5,1,0.00611269362,0.003566206626,True
Cheat Codes Featuring Demi Lovato,5,1,0.00611269362,0.003566206626,True
Cher Lloyd,5,1,0.00611269362,0.003566206626,True
Cherish Featuring Sean Paul Of The YoungBloodZ,5,1,0.00611269362,0.003566206626,True
Chingy Featuring J. Weav,5,1,0.00611269362,0.003566206626,True
Chingy Featuring Ludacris & Snoop Dogg,5,1,0.00611269362,0.003566206626,True
Chris Brown & Tyga,5,1,0.00611269362,0.003566206626,True
Chris Brown Featuring Gunna,5,1,0.00611269362,0.003566206626,True
Chris Brown Featuring Jay Biz,5,1,0.00611269362,0.003566206626,True
Chris Brown Featuring Lil Wayne,5,1,0.00611269362,0.003566206626,True
Chris Brown Featuring Lil Wayne & Swizz Beatz,5,1,0.00611269362,0.003566206626,True
Chris Brown Featuring Usher & Rick Ross,5,1,0.00611269362,0.003566206626,True
"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",5,1,0.00611269362,0.003566206626,True
Chris Thompson & Night,5,1,0.00611269362,0.003566206626,True
Chris Young + Kane Brown,5,1,0.00611269362,0.003566206626,True
Christina Aguilera Featuring Redman,5,1,0.00611269362,0.003566206626,True
"Christina Aguilera, Lil' Kim, Mya & P!nk",5,1,0.00611269362,0.003566206626,True
Christion,5,2,0.00611269362,0.007132413252,True
Chuck Jackson & Maxine Brown,5,3,0.00611269362,0.01069861988,True
Chuck Wicks,5,2,0.00611269362,0.007132413252,True
Citizen King,5,1,0.00611269362,0.003566206626,True
City High Featuring Eve,5,1,0.00611269362,0.003566206626,True
Clarence Clemons & Jackson Browne,5,1,0.00611269362,0.003566206626,True
Claudja Barry,5,2,0.00611269362,0.007132413252,True
Clay Davidson,5,1,0.00611269362,0.003566206626,True
Cledus Maggard And The Citizen's Band,5,2,0.00611269362,0.007132413252,True
Cliff Nobles & Co.,5,3,0.00611269362,0.01069861988,True
Clint Black With Steve Wariner,5,1,0.00611269362,0.003566206626,True
Coco Jones,5,1,0.00611269362,0.003566206626,True
Coi Leray Featuring Lil Durk,5,1,0.00611269362,0.003566206626,True
Cold,5,1,0.00611269362,0.003566206626,True
Cole Swindell / Lainey Wilson,5,1,0.00611269362,0.003566206626,True
Collage,5,1,0.00611269362,0.003566206626,True
Commander Cody,5,3,0.00611269362,0.01069861988,True
Common,5,2,0.00611269362,0.007132413252,True
Concrete Blonde,5,1,0.00611269362,0.003566206626,True
Cookie And His Cupcakes,5,2,0.00611269362,0.007132413252,True
Counting Crows Featuring Vanessa Carlton,5,1,0.00611269362,0.003566206626,True
Crazy Town,5,1,0.00611269362,0.003566206626,True
Crossfade,5,1,0.00611269362,0.003566206626,True
Crush,5,1,0.00611269362,0.003566206626,True
D-Mob Introducing Cathy Dennis,5,1,0.00611269362,0.003566206626,True
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",5,1,0.00611269362,0.003566206626,True
"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",5,1,0.00611269362,0.003566206626,True
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",5,1,0.00611269362,0.003566206626,True
DJ Khaled Featuring Lil Baby & Lil Durk,5,1,0.00611269362,0.003566206626,True
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",5,1,0.00611269362,0.003566206626,True
DJ Khaled Featuring Rihanna & Bryson Tiller,5,1,0.00611269362,0.003566206626,True
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",5,1,0.00611269362,0.003566206626,True
"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",5,1,0.00611269362,0.003566206626,True
DJ Miko,5,1,0.00611269362,0.003566206626,True
DJ Snake & AlunaGeorge,5,1,0.00611269362,0.003566206626,True
DJ Snake Featuring Bipolar Sunshine,5,1,0.00611269362,0.003566206626,True
DMX Featuring Sheek Of The Lox,5,1,0.00611269362,0.003566206626,True
DNA Featuring Suzanne Vega,5,1,0.00611269362,0.003566206626,True
DRS,5,1,0.00611269362,0.003566206626,True
DaBaby Featuring Offset,5,1,0.00611269362,0.003566206626,True
Dan Hill (Duet With Vonda Shepard),5,1,0.00611269362,0.003566206626,True
Darrell Banks,5,2,0.00611269362,0.007132413252,True
Dave Loggins,5,2,0.00611269362,0.007132413252,True
David Banner,5,1,0.00611269362,0.003566206626,True
David Banner Featuring Chris Brown,5,1,0.00611269362,0.003566206626,True
David Banner Featuring Lil' Flip,5,1,0.00611269362,0.003566206626,True
David Dundas,5,1,0.00611269362,0.003566206626,True
David Geddes,5,2,0.00611269362,0.007132413252,True
David Guetta & Chris Willis Featuring Fergie & LMFAO,5,1,0.00611269362,0.003566206626,True
David Guetta Featuring Flo Rida & Nicki Minaj,5,1,0.00611269362,0.003566206626,True
"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",5,1,0.00611269362,0.003566206626,True
David Hallyday,5,2,0.00611269362,0.007132413252,True
Davie Allan And The Arrows,5,2,0.00611269362,0.007132413252,True
Dean Friedman,5,1,0.00611269362,0.003566206626,True
Deana Carter,5,3,0.00611269362,0.01069861988,True
Debbie Reynolds,5,2,0.00611269362,0.007132413252,True
Deborah Allen,5,1,0.00611269362,0.003566206626,True
Delaney & Bonnie,5,3,0.00611269362,0.01069861988,True
Delinquent Habits,5,1,0.00611269362,0.003566206626,True
Denise Lopez,5,2,0.00611269362,0.007132413252,True
Destiny's Child Featuring T.I. & Lil Wayne,5,1,0.00611269362,0.003566206626,True
Dev,5,1,0.00611269362,0.003566206626,True
Device,5,2,0.00611269362,0.007132413252,True
Diddy - Dirty Money Featuring Skylar Grey,5,1,0.00611269362,0.003566206626,True
Diddy - Dirty Money Featuring T.I.,5,1,0.00611269362,0.003566206626,True
Diddy Featuring Keyshia Cole,5,1,0.00611269362,0.003566206626,True
Diddy Featuring Nicole Scherzinger,5,1,0.00611269362,0.003566206626,True
"Dionne & Friends Featuring Elton John, Gladys Knight And Stevie Wonder",5,1,0.00611269362,0.003566206626,True
Dionne Warwicke & Spinners,5,1,0.00611269362,0.003566206626,True
Disco Lines & Tinashe,5,1,0.00611269362,0.003566206626,True
Doja Cat & Tyga,5,1,0.00611269362,0.003566206626,True
Don Ho and the Aliis,5,1,0.00611269362,0.003566206626,True
Don Williams,5,1,0.00611269362,0.003566206626,True
Dottie West,5,3,0.00611269362,0.01069861988,True
Dottie West with Kenny Rogers,5,1,0.00611269362,0.003566206626,True
Double,5,1,0.00611269362,0.003566206626,True
Down A.K.A. Kilo,5,1,0.00611269362,0.003566206626,True
Dr. Buzzard's Original Savannah Band,5,2,0.00611269362,0.007132413252,True
Dr. Dre Featuring Eminem,5,1,0.00611269362,0.003566206626,True
Dr. Dre Featuring Eminem & Skylar Grey,5,1,0.00611269362,0.003566206626,True
